Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,9.447166,8.977188,8.404669,8.026246,7.483024,7.168078,6.582132,5.930266
0.010000,9.360494,8.902724,8.541390,7.905394,7.556268,7.033799,6.733501,6.019379
0.020000,8.897841,8.623178,8.260624,8.000610,7.456168,7.268177,6.596780,5.782559
0.030000,9.161517,8.790417,8.726940,8.045777,7.295033,7.182727,6.302586,5.841154
0.040000,9.442283,8.665904,8.164187,7.977417,7.260853,6.837263,6.209812,5.905852
0.050000,8.836805,9.068742,8.584115,8.128786,7.616083,7.031357,6.328222,5.316243
0.060000,8.835584,8.809949,8.503548,7.710079,7.282826,6.977646,6.110933,5.448081
0.070000,9.088273,8.999161,8.620737,8.148318,7.589227,6.837263,6.429541,5.604334
0.080000,8.945449,9.019913,8.278935,8.121462,7.395132,6.745708,5.918059,5.573816
0.090000,8.768444,8.592660,8.293584,7.653925,7.000839,6.501564,6.092622,5.269856
0.100000,9.226215,8.698863,8.169070,7.486687,7.021592,6.534524,6.052338,5.039139
0.110000,9.152972,8.390021,8.477913,7.932250,7.036240,6.549172,5.944915,5.451743
0.120000,9.195697,8.864881,8.219120,7.797971,7.020371,6.641947,6.013275,5.363851
0.130000,9.220111,8.630503,7.949340,7.583124,7.343862,6.695659,6.023041,5.450523
0.140000,9.107805,8.325322,7.900511,7.353628,7.353628,6.447852,5.651942,5.214923
0.150000,8.718395,8.430304,8.252079,7.689326,7.318227,6.230564,5.863127,4.887770
0.160000,8.829480,8.247196,7.999390,7.714961,7.164416,6.591897,5.848478,4.973220
0.170000,8.850233,8.556039,7.778439,7.393912,6.771344,6.186618,5.755703,4.697337
0.180000,9.112688,8.342412,8.282597,7.501335,6.652934,6.342870,5.582361,4.710765
0.190000,8.739147,8.203250,7.840696,7.276722,6.607767,6.113375,5.642176,5.085527
0.200000,8.675669,8.431525,8.178836,7.548943,6.549172,6.380713,5.615320,4.567941
0.210000,8.510872,8.365606,7.949340,7.329213,6.501564,6.261082,5.771572,4.718090
0.220000,8.466926,8.225223,8.045777,7.092393,6.988632,6.164645,5.560388,4.525216
0.230000,8.763561,8.014038,7.684443,7.324331,6.771344,6.145113,5.587243,4.687572
0.240000,8.756237,8.298466,8.056764,7.142443,6.389258,6.113375,5.155108,4.781567
0.250000,8.847791,8.070192,7.973754,7.199817,6.651713,6.130465,4.993973,4.692454
0.260000,8.590219,8.066529,7.663691,7.255970,6.323339,6.176852,4.945144,4.327459
0.270000,8.735485,8.182498,7.566033,6.826276,6.771344,5.996185,5.041581,4.607004
0.280000,8.286259,7.951781,7.481804,7.111925,6.193942,5.611658,5.150225,4.320134
0.290000,8.501106,8.300908,7.308461,6.987411,6.226902,5.920500,4.991531,4.263981
0.300000,8.293584,7.974975,7.555047,6.888533,6.312352,5.759365,5.142901,4.256657
0.310000,8.391241,7.850462,7.817502,6.750591,6.259861,5.650721,4.798657,4.422675
0.320000,8.678111,8.111696,7.440299,7.037461,6.168307,5.617762,4.724193,4.154116
0.330000,8.304570,7.907836,7.154650,6.842145,6.129244,5.478599,4.577707,4.148013
0.340000,8.585336,8.082399,7.478141,6.858015,6.306249,5.815518,4.799878,4.317693
0.350000,8.460822,7.976196,7.507439,7.027695,6.186618,5.415122,4.688792,4.183413
0.360000,8.133669,7.716182,7.067979,6.672465,6.005951,5.390707,4.449531,3.924620
0.370000,8.283818,7.561151,7.456168,6.482033,6.153658,5.568933,4.605783,3.726864
0.380000,8.466926,7.935912,7.141222,6.400244,5.749599,5.163653,4.608225,3.787900
0.390000,8.267948,7.739376,7.453727,6.563821,5.794766,5.315023,4.792554,3.807431
0.400000,8.249638,7.523308,7.240101,6.534524,6.099947,5.109941,4.537423,3.742733
0.410000,8.260624,7.945678,6.899519,6.394141,5.589685,4.875563,4.377508,3.454643
0.420000,7.931029,7.702754,6.790875,6.718853,5.977874,5.341878,4.303044,3.610895
0.430000,8.131228,7.536736,7.215686,6.229343,5.617762,5.091630,4.231022,3.680476
0.440000,8.020142,7.710079,6.977646,6.115816,5.733730,5.274739,4.246891,3.586481
0.450000,7.850462,7.370718,7.116808,6.634623,5.620203,4.801099,4.035706,3.649958
0.460000,7.966430,7.570916,6.619974,6.187839,5.423667,5.207599,4.465400,3.399710
0.470000,8.162966,7.182727,6.895857,6.463722,5.687343,4.807202,4.167544,3.458305
0.480000,8.028687,7.271839,7.044785,6.270848,5.484703,4.899977,4.278630,3.302052
0.490000,7.661250,7.159533,6.684672,6.228122,5.721523,4.665599,3.966125,3.303273
0.500000,7.553826,7.142443,6.764019,6.347753,5.610437,4.537423,4.115053,3.234913
0.510000,7.666133,7.111925,6.541848,6.076753,5.524987,4.843824,3.610895,3.264210
0.520000,8.054322,7.022812,6.348974,6.225681,5.424887,4.520333,3.778134,3.208057
0.530000,7.494011,7.456168,6.519875,6.168307,5.462730,4.709545,3.599908,3.072557
0.540000,7.871214,7.242542,6.704204,5.910735,5.157549,4.626535,3.721981,3.068894
0.550000,7.540398,7.179065,6.745708,5.846036,5.347982,4.698558,3.616999,3.092088
0.560000,7.668574,7.196155,6.743267,5.977874,5.119707,4.392157,3.331350,2.887007
0.570000,7.546502,7.223011,6.286717,5.816739,5.108721,4.293278,3.812314,2.885786
0.580000,7.486687,6.914168,6.463722,5.554284,5.178302,4.085756,3.394827,2.719768
0.590000,7.280385,6.654154,6.240330,5.518883,4.869459,4.191958,3.678035,2.801556
0.600000,7.437858,6.842145,6.422217,5.689784,4.829175,3.885557,3.173877,2.393835
0.610000,7.207141,6.641947,6.191501,5.304036,5.018387,4.292058,3.321584,2.537881
0.620000,7.164416,7.015488,6.009613,5.528649,5.078202,4.249332,3.487602,2.475624
0.630000,7.370718,6.628519,6.104829,5.609216,4.491035,4.057679,2.937057,2.124056
0.640000,7.122911,6.832380,5.926604,5.693446,4.906081,3.894102,3.179980,2.249790
0.650000,7.461051,6.512551,5.785000,5.531090,4.440986,4.101625,2.888228,2.293736
0.660000,7.458610,6.628519,5.854582,5.050126,4.355535,3.767147,2.799115,2.492714
0.670000,7.492790,6.412451,6.160983,5.002518,4.713207,3.554742,3.177539,2.459754
0.680000,6.877546,6.254978,5.737392,5.290608,4.597238,3.826963,2.869917,2.247349
0.690000,7.282826,6.453956,5.759365,5.166094,4.521553,3.439994,2.919966,2.286412
0.700000,6.922713,6.650492,5.852140,5.302815,4.406806,3.409476,2.769818,2.197299
0.710000,7.120470,6.534524,5.575036,5.150225,4.326238,3.454643,2.825971,2.072786
0.720000,7.249866,6.618753,5.682460,5.150225,4.442206,3.413138,2.606241,2.045930
0.730000,6.645609,6.103609,5.553063,4.845045,4.101625,3.537652,2.866255,1.918975
0.740000,6.899519,6.200046,5.800870,4.642405,4.317693,3.664607,2.686809,1.484398
0.750000,6.722515,6.339208,5.857023,4.674144,4.017395,3.051804,2.353552,1.502708
0.760000,6.778668,6.450294,5.533532,4.913405,3.875792,3.300832,2.397498,1.773709
0.770000,6.512551,6.318456,5.748379,4.774243,3.911192,2.949264,2.418250,1.660182
0.780000,6.728618,6.212253,5.443198,4.592355,3.868467,2.938277,2.078889,1.314717
0.790000,6.557717,5.793545,5.460288,4.765698,3.966125,3.156786,2.476844,1.154803
0.800000,6.801862,6.095064,5.603113,4.386053,3.626764,3.255665,2.495155,1.428244
0.810000,6.442969,6.171969,5.070878,4.730297,3.579156,2.944381,2.115511,1.251240
0.820000,6.739605,5.842374,5.067216,4.443427,3.536431,2.959030,1.917754,1.322042
0.830000,6.683452,6.082856,5.180743,4.383612,3.845274,3.101854,1.755398,1.300069
0.840000,6.645609,5.915618,4.950027,4.144350,3.315480,2.763714,2.193637,0.875257
0.850000,6.390478,5.959564,5.188067,4.054017,3.424125,2.713664,2.136263,0.900893
0.860000,6.460060,5.462730,4.901198,4.257877,3.288624,2.768597,1.621118,1.005875
0.870000,6.348974,5.409018,5.161212,4.455634,3.421683,2.535439,1.988556,0.883803
0.880000,6.035248,5.697108,4.975662,4.333562,3.258106,2.829633,1.629664,1.049821
0.890000,6.097505,5.393149,4.714427,4.060121,3.259327,2.366979,1.707790,0.683604
0.900000,6.410010,5.467613,4.517891,4.262760,3.187304,2.332799,1.450217,0.936294
0.910000,6.397803,5.595789,4.885328,4.277409,3.155566,2.625772,1.626001,0.516365
0.920000,6.284276,5.239338,4.626535,4.067445,3.265431,2.374304,1.788357,0.357671
0.930000,6.307469,5.404135,4.605783,3.826963,2.994430,2.329137,1.495384,0.548104
0.940000,5.699550,5.065995,4.637522,3.658503,2.789349,1.932403,1.307393,0.350347
0.950000,5.664149,5.481041,4.379950,3.914855,3.004196,1.860380,1.156023,0.678721
0.960000,6.104829,4.964675,4.592355,3.828183,2.637980,1.840848,1.494163,0.667735
0.970000,5.750820,5.142901,4.560616,3.806210,2.630655,2.148470,1.213397,0.307622
0.980000,5.638514,5.289387,4.118715,3.610895,2.944381,2.168002,1.341573,0.155032
0.990000,5.778897,5.127031,4.220035,3.602350,3.013962,2.043488,1.313497,0.517586
1.000000,5.799649,4.709545,4.304265,3.668269,2.573281,1.989776,1.018082,0.123293
1.010000,5.356527,4.976883,4.226139,3.415579,2.861372,1.689479,0.816663,0.245365
1.020000,5.526207,4.784009,4.168765,3.654841,2.795453,1.561303,0.744640,-0.074464
1.030000,5.767910,4.609445,4.320134,3.143359,2.725872,1.700465,0.675059,0.253910
1.040000,5.466392,4.934157,3.740291,3.205615,2.563516,1.497826,0.871595,-0.267338
1.050000,5.245441,4.694896,3.787900,3.442435,2.677043,1.734646,0.505379,-0.086671
1.060000,5.658045,4.619211,4.133364,2.896773,2.181430,1.347677,0.751965,-0.292973
1.070000,5.648280,4.627756,3.939269,3.107958,2.377966,1.473411,0.463874,-0.028077
1.080000,5.597009,4.315251,4.021057,2.830854,2.189975,1.164569,0.614023,-0.223392
1.090000,5.332113,4.703441,3.978332,3.042039,2.360876,1.588159,0.721447,-0.666514
1.100000,4.920729,4.681468,3.908751,3.007858,2.232700,1.286641,0.441901,-0.588388
1.110000,5.230793,4.696117,3.482719,3.037156,2.299840,1.124285,0.343023,-0.372320
1.120000,5.274739,4.545968,3.811093,2.501259,1.733425,0.906996,0.046387,-0.799573
1.130000,5.324788,4.227359,3.673152,2.740520,1.688258,0.870375,0.354009,-0.406500
1.140000,4.996414,4.272526,3.327687,2.830854,1.773709,0.853285,0.339361,-0.577401
1.150000,4.721752,4.349432,3.295949,2.639200,1.712673,0.734874,0.222171,-0.954604
1.160000,5.180743,4.342107,3.518120,2.342565,1.564965,0.958267,-0.187991,-0.777600
1.170000,4.725414,4.310369,3.490043,2.629435,1.729763,0.721447,-0.268559,-0.747082
1.180000,4.962234,3.919738,3.372854,2.576944,1.523461,1.041276,0.008545,-1.212177
1.190000,4.719310,3.740291,3.070115,2.393835,1.735866,0.703136,-0.345464,-0.883803
1.200000,4.586252,3.636530,2.893111,2.049592,1.549096,0.675059,-0.399176,-0.875257
1.210000,4.631418,3.615778,2.793011,2.373083,1.248798,0.799573,0.029297,-0.860609
1.220000,4.287175,3.562066,3.166552,2.023957,1.094987,0.765393,-0.137942,-1.170672
1.230000,4.416571,3.641413,3.039597,2.346227,1.177996,0.548104,-0.364996,-1.196307
1.240000,4.357977,3.580377,2.833295,2.087434,1.046159,0.327153,-0.655528,-1.336690
1.250000,4.130922,3.823301,2.688029,1.800565,0.903334,0.482185,-0.333257,-1.253681
1.260000,4.632639,3.762264,2.976120,1.722438,1.392844,0.457771,-0.646983,-1.666285
1.270000,4.001526,3.643854,2.784466,2.111849,1.346456,0.106203,-0.394293,-1.264668
1.280000,3.955138,3.544976,2.377966,1.886015,0.708019,-0.091554,-0.780041,-1.340352
1.290000,3.907530,3.634089,2.425574,1.513695,0.845960,0.067140,-0.896010,-1.358663
1.300000,3.857481,3.300832,2.413367,1.785916,1.019303,0.268559,-0.620127,-1.643091
1.310000,4.052796,3.355764,2.425574,1.475853,0.637217,0.133059,-0.749523,-1.787137
1.320000,3.831846,3.518120,2.309606,1.649195,0.683604,-0.271000,-0.954604,-1.994659
1.330000,3.839170,2.967575,2.399939,1.678492,0.720226,-0.433356,-0.952163,-1.944610
1.340000,3.811093,3.374075,2.232700,1.303731,0.466316,0.067140,-1.315938,-1.973907
1.350000,3.745174,3.006638,2.030060,1.589380,0.543221,-0.097658,-0.905776,-1.798123
1.360000,3.636530,2.908980,2.154574,1.146258,0.611582,-0.183108,-1.113298,-2.141146
1.370000,3.597467,2.960250,2.347448,1.433127,0.267338,-0.683604,-1.351339,-2.108186
1.380000,3.739071,2.800336,1.933623,1.326925,0.321050,-0.556649,-1.350118,-1.866484
1.390000,3.846494,2.841840,2.204623,1.374533,0.250248,-0.391852,-1.289082,-2.259556
1.400000,3.409476,2.943160,1.983673,0.915541,0.225834,-0.679942,-1.551537,-1.950713
1.410000,3.244678,2.968795,1.951934,1.284199,-0.083009,-0.631113,-1.501488,-2.279088
1.420000,3.278859,2.817426,1.557641,1.281758,0.064698,-0.498054,-1.490501,-2.454871
1.430000,3.117723,2.529335,1.706569,1.121843,0.238041,-0.838636,-1.484398,-2.467079
1.440000,3.586481,2.467079,1.812772,1.064469,-0.043946,-1.094987,-1.715114,-2.324254
1.450000,3.242237,2.368200,1.436790,0.706798,0.197757,-1.105974,-1.765164,-2.418250
1.460000,3.062791,2.276646,1.691920,0.756847,-0.125734,-0.728771,-1.667506,-2.609903
1.470000,3.116503,2.352331,1.629664,0.690929,-0.120851,-1.206073,-2.033722,-2.447547
1.480000,3.197070,2.143587,1.597925,0.670176,-0.277104,-1.043717,-2.011749,-2.497597
1.490000,3.241016,2.352331,1.572290,0.542000,-0.069581,-1.417258,-1.662623,-2.616007
