Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,0.076905,0.682383,1.507591,2.639200,3.050584,4.018616,4.620432,5.426108
0.010000,0.196536,1.011978,1.573510,2.832074,3.508354,3.886778,5.118486,5.891203
0.020000,0.294194,0.871595,2.020294,2.630655,3.277638,4.311589,5.249104,5.448081
0.030000,-0.062257,0.908217,1.672389,2.675822,3.687800,4.137026,4.769360,5.716640
0.040000,-0.041505,1.345235,1.899443,2.954147,3.314260,4.249332,5.200275,5.820401
0.050000,0.358892,1.075456,2.132601,3.028611,3.867247,4.301823,5.225910,5.955901
0.060000,0.384527,1.027848,1.766384,2.959030,3.853819,4.327459,4.880446,5.648280
0.070000,0.180667,1.016861,1.828641,3.078660,3.426566,4.608225,5.305257,5.672694
0.080000,0.417487,1.451438,2.224155,3.264210,3.586481,4.443427,5.286946,5.850919
0.090000,0.493172,1.534447,2.354772,2.867475,3.983215,4.570382,5.360189,5.931487
0.100000,0.710460,1.728542,2.122835,3.128710,4.074769,4.873121,5.094072,5.932708
0.110000,0.628672,1.497826,2.092317,3.065232,4.068666,4.565499,5.549401,5.970550
0.120000,0.794690,1.329366,2.243687,3.228809,3.835508,4.840162,5.517662,6.156100
0.130000,0.638437,1.822538,2.290074,3.548638,4.000305,5.008621,5.318685,5.972992
0.140000,0.959487,1.658961,2.371862,3.033494,3.807431,4.697337,5.598230,6.121920
0.150000,0.767834,1.644312,2.335241,3.170214,4.157778,4.931716,5.872892,6.248875
0.160000,1.123064,1.627222,2.568399,3.577935,4.427558,5.095293,5.871672,6.341650
0.170000,0.928969,1.693141,2.830854,3.742733,4.456855,4.753491,5.445640,6.403906
0.180000,0.911879,2.227817,2.645304,3.636530,4.511788,4.963455,6.047456,6.208591
0.190000,1.376974,2.268101,2.670939,3.801328,4.427558,4.854810,5.987640,6.317235
0.200000,0.931411,2.111849,2.845502,3.706111,4.321355,4.882887,5.676356,6.781109
0.210000,0.987564,1.815213,2.713664,3.790341,4.483711,5.357748,6.026703,6.514992
0.220000,1.043717,2.160678,2.714885,3.969787,4.443427,5.057450,6.037690,6.348974
0.230000,1.529564,2.098421,2.858930,4.029603,4.805982,5.297932,6.153658,6.748150
0.240000,1.640650,2.265660,2.972457,4.080873,4.666819,5.095293,5.999847,6.816510
0.250000,1.737087,2.579385,3.319142,3.898985,4.807202,5.396811,6.090181,6.966659
0.260000,1.322042,2.301061,3.195850,4.133364,4.652171,5.581140,6.309911,6.871443
0.270000,1.591821,2.585489,3.501030,3.999084,5.015946,5.441978,5.970550,7.089952
0.280000,1.766384,2.495155,3.085985,3.836728,4.611887,5.448081,6.054780,7.161975
0.290000,1.790799,2.293736,3.271534,4.144350,4.746166,5.860685,6.411231,6.788434
0.300000,1.809110,2.612345,3.149462,4.094301,4.780346,5.955901,6.347753,7.072862
0.310000,2.025177,2.496376,3.643854,4.321355,5.173419,5.691005,6.185397,7.053330
0.320000,1.717556,2.921187,3.568170,4.376287,4.893874,5.669032,6.196384,6.898299
0.330000,2.254673,2.585489,3.840391,4.473945,5.212482,5.962005,6.505226,6.977646
0.340000,2.061799,2.775921,3.679255,4.293278,5.463951,5.622644,6.781109,7.017929
0.350000,2.182650,2.718547,3.776913,4.273747,5.189288,5.864347,6.287938,7.122911
0.360000,1.997101,2.785687,3.845274,4.572824,5.448081,6.109712,6.724956,7.072862
0.370000,2.530556,3.000534,4.134585,4.699779,5.114824,6.128023,6.434424,7.501335
0.380000,2.329137,3.393606,3.732967,4.434882,5.333333,5.842374,6.980087,7.539178
0.390000,2.113069,3.255665,4.034485,4.807202,5.365072,6.399023,6.908064,7.347524
0.400000,2.600137,3.448539,4.185855,4.965896,5.400473,5.938811,6.685893,7.105821
0.410000,2.713664,3.403372,4.111391,5.107500,5.551843,6.209812,6.803082,7.293812
0.420000,2.354772,3.584039,4.301823,4.693675,5.811856,6.090181,6.860456,7.241321
0.430000,2.558633,3.232471,4.191958,4.939040,5.798428,6.555276,6.825055,7.347524
0.440000,2.418250,3.587701,4.504463,4.765698,5.472496,6.141451,6.865339,7.782101
0.450000,2.991989,3.377737,4.569162,5.246662,5.617762,6.672465,6.960555,7.262074
0.460000,2.574502,3.385061,4.221256,5.114824,5.716640,6.463722,6.883650,7.895628
0.470000,2.553750,3.891661,4.272526,5.352865,5.782559,6.208591,7.158312,7.512322
0.480000,2.835737,3.402152,4.357977,5.449302,5.576257,6.527199,7.393912,7.660029
0.490000,3.049363,4.025940,4.751049,5.138018,6.001068,6.801862,7.397574,7.876097
0.500000,2.921187,3.752499,4.370184,5.012284,6.060883,6.478370,7.450065,7.840696
0.510000,3.028611,3.796445,4.541085,5.406577,6.198825,6.452735,7.170520,7.799191
0.520000,2.929732,4.006409,4.746166,5.366293,6.023041,6.919051,7.148547,7.862669
0.530000,3.260548,3.768368,4.744945,5.272297,5.983978,6.502785,7.352407,7.978637
0.540000,3.416800,4.165103,4.671702,5.365072,6.447852,6.870222,7.109483,7.985962
0.550000,3.205615,4.224918,4.904860,5.523766,5.929046,6.604105,7.273060,7.733272
0.560000,3.071336,3.836728,5.113603,5.730068,6.313573,7.159533,7.347524,7.882200
0.570000,3.496147,4.344549,4.879225,5.406577,6.441749,6.898299,7.202258,7.779660
0.580000,3.582818,4.414130,4.691234,5.824063,6.276951,7.190051,7.349966,8.208133
0.590000,3.602350,4.376287,4.917067,5.993744,6.643168,7.192493,7.813840,8.209354
0.600000,3.725643,4.045472,5.150225,5.826505,6.342870,7.113146,7.352407,7.982300
0.610000,3.718318,4.213931,5.130694,5.766690,6.242771,7.330434,7.871214,8.259403
0.620000,3.629206,4.614328,5.439536,5.908293,6.541848,7.009384,7.807736,7.955444
0.630000,3.629206,4.368963,4.973220,5.781338,6.809186,6.971542,7.890745,8.492561
0.640000,3.652399,4.306706,5.387045,6.009613,6.401465,7.259632,7.669795,7.993286
0.650000,3.986877,4.552071,5.114824,5.849699,6.450294,7.161975,7.827268,8.165408
0.660000,3.862364,4.596017,5.170977,6.206149,6.826276,7.120470,8.060426,8.042115
0.670000,3.990539,4.639963,5.714199,6.114595,6.484474,7.111925,7.740597,8.612192
0.680000,4.104067,4.610666,5.399252,5.899748,6.571145,7.498894,8.149538,8.513313
0.690000,3.852598,5.056229,5.295491,6.219577,6.720073,7.569696,7.880980,8.213016
0.700000,4.080873,5.111162,5.382162,5.974212,7.114366,7.730831,8.228885,8.252079
0.710000,4.283513,4.743725,5.622644,6.291600,6.724956,7.598993,8.149538,8.172732
0.720000,4.027161,5.267414,5.606775,6.187839,6.731060,7.750362,7.985962,8.513313
0.730000,4.158999,5.140459,5.776455,6.108492,7.104601,7.352407,8.187381,8.689097
0.740000,4.180972,4.829175,6.015717,6.737163,7.176623,7.869993,8.380255,8.537728
0.750000,4.200504,5.155108,5.826505,6.681010,7.176623,7.844358,8.040894,8.740368
0.760000,4.261540,5.106279,6.074311,6.235447,7.149767,7.950561,8.117800,8.327764
0.770000,4.646067,5.139239,5.708095,6.419776,7.446403,7.728389,8.244755,8.847791
0.780000,4.747387,5.138018,6.056001,6.888533,7.181506,7.783322,8.524300,8.420539
0.790000,4.726635,5.465171,5.896086,6.917830,7.280385,7.872435,8.087282,8.457160
0.800000,4.542306,5.673915,5.907073,6.469825,7.293812,8.056764,8.224002,8.463264
0.810000,4.544747,5.701991,6.283055,6.722515,7.384146,8.132448,8.094606,8.711070
0.820000,4.660716,5.344320,5.931487,7.091173,7.089952,7.736934,8.612192,8.790417
0.830000,4.542306,5.587243,6.247654,7.109483,7.472038,7.728389,8.300908,8.628061
0.840000,4.696117,5.837491,6.256199,6.587015,7.619745,8.042115,8.530404,8.994278
0.850000,4.982986,5.402914,6.536965,7.056992,7.548943,8.018921,8.324102,9.071183
0.860000,4.697337,5.672694,6.316014,6.677348,7.259632,8.015259,8.542611,8.906386
0.870000,4.820630,5.750820,6.337987,7.226673,7.379263,8.077516,8.641489,8.930800
0.880000,5.244221,5.980316,6.717632,7.353628,7.780880,7.900511,8.607309,8.963760
