Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-0.197757,-1.027848,-1.618677,-2.286412,-3.523003,-3.903868,-4.842603,-5.778897
0.010000,-0.089113,-0.834974,-1.940948,-2.408484,-3.355764,-4.375067,-4.893874,-5.476158
0.020000,0.029297,-0.703136,-1.914092,-2.513466,-3.361868,-4.182193,-4.885328,-5.709316
0.030000,-0.078126,-1.203632,-1.969024,-2.646525,-3.595026,-4.412909,-5.030594,-5.648280
0.040000,-0.505379,-0.870375,-1.694362,-2.902876,-3.573053,-4.078431,-4.782788,-6.049897
0.050000,-0.400397,-0.983902,-2.242466,-2.811322,-3.544976,-4.124819,-5.214923,-5.753262
0.060000,-0.095216,-1.004654,-2.064240,-2.738079,-3.877012,-4.475166,-5.307698,-5.592126
0.070000,-0.158694,-1.416037,-2.161898,-3.111620,-3.767147,-4.282292,-5.367514,-5.942473
0.080000,-0.363775,-1.400168,-2.274205,-2.679484,-3.481498,-4.813306,-4.978103,-5.682460
0.090000,-0.396735,-1.528344,-2.382849,-2.987106,-4.119936,-4.768139,-5.064775,-6.186618
0.100000,-0.479744,-1.295186,-2.341344,-2.882124,-3.701228,-4.803540,-5.089189,-5.944915
0.110000,-0.722667,-1.652857,-2.639200,-3.439994,-3.980774,-4.504463,-5.571374,-6.197604
0.120000,-0.996109,-1.795682,-2.675822,-2.922408,-3.983215,-4.959792,-5.733730,-6.007172
0.130000,-0.734874,-1.551537,-2.572061,-3.354543,-4.272526,-4.978103,-5.266194,-5.949798
0.140000,-1.063249,-1.605249,-2.502480,-3.527886,-3.934386,-4.719310,-5.428550,-6.026703
0.150000,-0.844739,-1.545434,-2.551308,-3.627985,-4.091859,-4.758373,-5.860685,-6.211032
0.160000,-1.059586,-1.741970,-2.492714,-3.493706,-4.143130,-4.770581,-5.538415,-6.612650
0.170000,-1.303731,-1.837186,-2.701457,-3.490043,-4.527657,-4.834058,-5.429770,-6.666361
0.180000,-1.015640,-1.872587,-2.583047,-3.815976,-4.608225,-5.177081,-5.701991,-6.352636
0.190000,-1.226825,-1.834745,-2.529335,-3.431449,-4.090639,-4.928054,-5.833829,-6.439307
0.200000,-1.439231,-2.030060,-2.802777,-3.410697,-4.357977,-5.305257,-5.859464,-6.540627
0.210000,-1.220722,-1.878691,-2.943160,-3.925841,-4.337224,-5.225910,-5.743496,-6.419776
0.220000,-1.138933,-1.942168,-2.900435,-3.842832,-4.682689,-5.542077,-5.871672,-6.895857
0.230000,-1.204852,-1.965362,-2.887007,-3.558404,-4.694896,-5.102617,-6.268406,-6.790875
0.240000,-1.651637,-2.155795,-3.165332,-3.847715,-4.554513,-5.430991,-6.347753,-6.691997
0.250000,-1.236591,-2.274205,-3.153124,-3.747616,-4.487373,-5.444419,-6.377050,-6.948348
0.260000,-1.466087,-2.163119,-3.454643,-4.058900,-5.053788,-5.384604,-5.874113,-6.482033
0.270000,-1.741970,-2.490272,-3.018845,-3.874571,-4.957351,-5.577478,-6.126802,-6.633402
0.280000,-1.646754,-2.723430,-3.419242,-3.933165,-4.791333,-5.421225,-6.034028,-6.822614
0.290000,-1.933623,-2.329137,-3.464408,-4.201724,-4.694896,-5.589685,-6.283055,-7.048447
0.300000,-1.861601,-2.791791,-3.326467,-4.073548,-4.942702,-5.678798,-6.235447,-6.997177
0.310000,-1.838407,-2.664836,-3.801328,-4.003967,-5.260090,-5.656825,-6.149996,-7.190051
0.320000,-1.804227,-3.042039,-3.686580,-4.355535,-5.260090,-5.753262,-6.331884,-6.745708
0.330000,-1.923857,-3.053025,-3.693904,-4.488594,-5.407797,-5.968109,-6.192721,-7.369497
0.340000,-2.020294,-2.790570,-3.676814,-4.451972,-4.908522,-5.808194,-6.254978,-7.380484
0.350000,-2.121614,-2.855268,-3.989319,-4.523995,-5.516442,-6.048676,-6.462501,-7.341421
0.360000,-2.335241,-2.926070,-3.768368,-4.356756,-5.081865,-5.913176,-6.832380,-6.926375
0.370000,-2.052033,-2.963912,-3.939269,-4.763256,-5.406577,-5.888762,-6.821393,-7.420768
0.380000,-2.071565,-2.829633,-4.149233,-4.913405,-5.636072,-5.960784,-6.419776,-7.230335
0.390000,-2.451209,-3.331350,-3.823301,-4.569162,-5.170977,-5.868009,-6.568704,-7.221790
0.400000,-2.681926,-3.299611,-3.748836,-4.736400,-5.307698,-6.193942,-6.513771,-7.293812
0.410000,-2.392615,-3.486381,-3.978332,-4.940261,-5.399252,-6.073091,-7.064317,-7.365835
0.420000,-2.570840,-3.482719,-4.066224,-4.936599,-5.544518,-6.529641,-6.593118,-7.396353
0.430000,-2.517128,-3.669490,-4.421454,-4.832837,-5.599451,-6.235447,-7.154650,-7.622187
0.440000,-2.718547,-3.189746,-3.991760,-4.848707,-5.922942,-6.490578,-6.729839,-7.225452
0.450000,-2.851606,-3.548638,-4.472724,-5.288167,-5.628748,-6.243992,-6.997177,-7.423209
0.460000,-2.708782,-3.431449,-4.234684,-4.952468,-5.582361,-6.318456,-7.223011,-7.590448
0.470000,-3.042039,-3.352102,-4.184634,-5.159991,-5.910735,-6.678569,-7.086290,-7.594110
0.480000,-2.750286,-3.931945,-4.544747,-5.004959,-5.842374,-6.309911,-7.019150,-7.960327
0.490000,-3.168994,-3.787900,-4.563058,-5.233234,-5.868009,-6.331884,-7.277943,-7.871214
0.500000,-2.705119,-3.663386,-4.541085,-5.152667,-6.231785,-6.732280,-6.938582,-7.577020
0.510000,-2.780804,-3.569390,-4.794995,-5.155108,-5.942473,-6.932479,-7.013046,-8.038453
0.520000,-2.912642,-3.764706,-4.533761,-5.272297,-5.911955,-6.560159,-7.500114,-7.791867
0.530000,-2.912642,-4.145571,-4.871901,-5.156329,-6.021820,-6.473487,-7.346304,-7.841917
0.540000,-3.211719,-3.872129,-4.553292,-5.483482,-6.305028,-6.986191,-7.347524,-7.778439
0.550000,-3.315480,-4.217594,-4.615549,-5.378500,-6.263523,-6.934920,-7.564813,-8.119020
0.560000,-3.172656,-3.837949,-5.168536,-5.477379,-6.510109,-7.158312,-7.672236,-8.068971
0.570000,-3.281300,-4.470283,-5.102617,-5.795987,-6.124361,-7.011826,-7.221790,-7.722286
0.580000,-3.513237,-4.259098,-4.719310,-5.644617,-6.543069,-7.098497,-7.640497,-8.071412
0.590000,-3.664607,-4.495918,-5.290608,-5.545739,-6.377050,-6.834821,-7.552605,-8.249638
0.600000,-3.330129,-4.602121,-4.937819,-5.798428,-6.346532,-7.028916,-7.617304,-7.797971
0.610000,-3.508354,-4.517891,-5.240558,-5.847257,-6.344091,-7.296254,-7.506218,-7.960327
0.620000,-3.923400,-4.328679,-5.170977,-5.695888,-6.623636,-7.295033,-7.590448,-8.391241
0.630000,-3.873350,-4.714427,-5.146563,-5.730068,-6.513771,-6.982528,-7.567254,-8.305791
0.640000,-3.615778,-4.619211,-5.012284,-6.170748,-6.659037,-7.098497,-7.996948,-8.442512
0.650000,-3.857481,-4.548409,-5.553063,-6.158541,-6.377050,-7.484245,-7.581903,-8.454719
0.660000,-3.985657,-4.694896,-5.119707,-6.051118,-6.949569,-7.409781,-7.548943,-8.126345
0.670000,-3.822080,-4.486152,-5.189288,-6.358740,-7.038682,-7.336538,-7.581903,-8.216678
0.680000,-4.088197,-4.752270,-5.644617,-6.289158,-7.020371,-7.303578,-7.656367,-8.519417
0.690000,-3.819638,-4.729076,-5.385824,-6.137789,-6.652934,-7.335317,-8.012818,-8.564584
0.700000,-4.279850,-4.676585,-5.858244,-6.283055,-6.859236,-7.479362,-7.851682,-8.525521
0.710000,-4.417792,-5.131914,-5.507897,-6.417334,-6.645609,-7.463493,-8.153201,-8.567025
0.720000,-4.043030,-5.175860,-5.568933,-6.202487,-7.133898,-7.785763,-7.819944,-8.404669
0.730000,-4.522774,-5.134356,-5.570153,-6.148775,-7.133898,-7.418326,-8.145876,-8.303349
0.740000,-4.613107,-5.299153,-5.959564,-6.316014,-7.021592,-7.747921,-8.214237,-8.491341
0.750000,-4.604562,-4.878004,-5.870451,-6.446632,-7.159533,-7.734493,-8.016480,-8.798962
0.760000,-4.401923,-5.366293,-5.599451,-6.314794,-7.432975,-7.691768,-7.891966,-8.527962
0.770000,-4.522774,-5.142901,-6.013275,-6.308690,-7.309682,-7.907836,-7.905394,-8.341192
0.780000,-4.624094,-5.092851,-6.080415,-6.435645,-7.036240,-7.468376,-8.332647,-8.781872
0.790000,-4.351873,-5.457847,-6.329442,-6.744488,-7.540398,-7.525750,-8.287480,-8.411994
0.800000,-4.720531,-5.310140,-6.233005,-6.788434,-7.281605,-7.578241,-8.463264,-8.776989
0.810000,-4.607004,-5.240558,-6.308690,-6.495460,-7.404898,-7.984741,-8.399786,-8.803845
0.820000,-4.984207,-5.495689,-5.957122,-6.679789,-7.231556,-7.896849,-8.485237,-9.013809
0.830000,-4.664378,-5.511559,-6.016938,-6.765240,-7.475700,-8.221561,-8.265507,-8.758679
0.840000,-4.984207,-5.495689,-6.445411,-6.941024,-7.378042,-8.202029,-8.299687,-9.095598
0.850000,-4.794995,-5.821622,-6.328222,-6.939803,-7.772335,-8.234989,-8.319219,-8.675669
0.860000,-4.993973,-5.450523,-6.207370,-6.845808,-7.472038,-8.097047,-8.330205,-8.857557
0.870000,-5.177081,-5.981537,-6.143893,-6.917830,-7.384146,-7.812619,-8.430304,-8.851453
0.880000,-5.011063,-5.721523,-6.695659,-7.044785,-7.348745,-8.132448,-8.552377,-8.884413
0.890000,-4.935378,-5.982757,-6.224460,-7.028916,-7.699092,-8.252079,-8.733043,-8.794079
0.900000,-4.987869,-5.610437,-6.530861,-7.085069,-7.750362,-7.938354,-8.711070,-9.242084
0.910000,-5.355306,-5.922942,-6.407568,-7.368276,-7.818723,-8.093385,-8.643931,-8.956435
0.920000,-5.051347,-5.689784,-6.524758,-7.132677,-7.553826,-7.942016,-8.552377,-8.797742
0.930000,-5.312581,-5.930266,-6.435645,-7.108263,-7.800412,-8.436408,-8.892958,-8.853895
0.940000,-5.130694,-5.929046,-6.906844,-7.304799,-7.591669,-8.097047,-8.646372,-8.751354
0.950000,-5.697108,-6.091402,-6.781109,-7.439078,-7.661250,-8.068971,-8.745251,-8.796521
0.960000,-5.782559,-6.212253,-6.952010,-7.589227,-7.882200,-8.407111,-8.812390,-8.949111
0.970000,-5.438315,-6.373388,-7.075303,-7.279164,-8.224002,-8.192264,-8.631724,-9.206683
0.980000,-5.416342,-6.269627,-6.998398,-7.171740,-7.850462,-8.254520,-8.941787,-9.024796
0.990000,-5.929046,-6.551614,-6.922713,-7.409781,-7.724727,-8.745251,-8.562142,-9.351949
1.000000,-5.918059,-6.201266,-6.879988,-7.358511,-7.755245,-8.717174,-8.626841,-8.906386
1.010000,-5.854582,-6.130465,-6.740826,-7.395132,-8.050660,-8.331426,-8.962539,-9.061418
1.020000,-5.673915,-6.401465,-7.347524,-7.905394,-8.313115,-8.300908,-9.181048,-9.359274
1.030000,-5.612879,-6.673686,-7.370718,-7.913939,-8.354620,-8.339971,-9.095598,-9.257954
1.040000,-5.798428,-6.281834,-7.293812,-7.539178,-7.926146,-8.859998,-9.068742,-9.494774
1.050000,-5.739834,-6.325780,-7.313344,-7.672236,-8.289921,-8.673228,-9.082170,-9.480125
1.060000,-6.158541,-6.599222,-6.978866,-7.483024,-8.300908,-8.928359,-8.928359,-9.109026
1.070000,-5.937591,-6.936141,-7.144884,-7.544060,-8.226444,-8.872206,-8.932021,-9.007706
1.080000,-6.198825,-6.980087,-7.056992,-7.784543,-8.079957,-8.436408,-8.796521,-9.195697
1.090000,-5.898528,-6.787213,-7.352407,-8.078737,-8.283818,-8.641489,-9.366598,-9.184710
1.100000,-6.362402,-7.044785,-7.597772,-7.838254,-8.462043,-8.640269,-8.932021,-9.482567
1.110000,-6.128023,-7.120470,-7.345083,-7.646601,-8.548714,-8.971084,-9.040665,-9.146868
1.120000,-6.523537,-6.932479,-7.714961,-8.109255,-8.630503,-9.047990,-8.846571,-9.546044
1.130000,-6.369726,-6.652934,-7.497673,-7.740597,-8.706188,-9.066300,-8.973526,-9.349508
1.140000,-6.204929,-7.225452,-7.590448,-8.260624,-8.376593,-9.143206,-9.320211,-9.345846
1.150000,-6.434424,-6.915389,-7.553826,-8.125124,-8.259403,-8.669566,-9.168841,-9.682765
1.160000,-6.608988,-7.077745,-7.496452,-8.278935,-8.324102,-8.906386,-9.037003,-9.738918
1.170000,-6.422217,-7.363394,-7.473259,-7.939574,-8.559701,-9.185931,-9.442283,-9.408103
1.180000,-6.638285,-7.135119,-7.424430,-8.396124,-8.355840,-8.750134,-9.000381,-9.419089
1.190000,-6.344091,-7.116808,-7.634394,-8.039673,-8.827039,-8.807507,-9.045548,-9.475242
1.200000,-6.722515,-7.064317,-7.909056,-8.418097,-8.440070,-8.828260,-9.168841,-9.625391
1.210000,-6.955673,-7.269398,-7.882200,-8.513313,-8.780652,-9.041886,-9.292134,-9.449607
1.220000,-6.644388,-7.275502,-7.850462,-8.247196,-8.846571,-8.979629,-9.266499,-9.281147
1.230000,-6.971542,-7.226673,-7.730831,-8.607309,-8.855116,-9.232319,-9.582666,-9.239643
