Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-9.060197,-9.654688,-9.412985,-9.546044,-9.528954,-9.669337,-9.632715,-9.267720
0.010000,-9.143206,-9.445945,-9.786526,-9.922026,-9.519188,-9.591211,-9.384909,-9.266499
0.020000,-9.456931,-9.683986,-9.526513,-9.688869,-9.787747,-9.340963,-9.389792,-9.526513
0.030000,-9.456931,-9.681544,-9.854887,-9.516747,-9.712062,-9.629053,-9.176165,-9.455711
0.040000,-9.112688,-9.533837,-9.858549,-9.809720,-9.691310,-9.826810,-9.527733,-9.434958
0.050000,-9.309224,-9.525292,-9.494774,-9.481346,-9.411765,-9.570459,-9.448386,-9.104143
0.060000,-9.167620,-9.743801,-9.525292,-9.768215,-9.633936,-9.401999,-9.654688,-8.883192
0.070000,-9.300679,-9.334859,-9.566796,-9.848783,-9.703517,-9.825589,-9.400778,-9.315328
0.080000,-9.586328,-9.570459,-9.680323,-9.902495,-9.791409,-9.394675,-9.221332,-8.822156
0.090000,-9.268940,-9.349508,-9.478904,-9.586328,-9.461814,-9.618067,-9.397116,-8.910048
0.100000,-9.387350,-9.317769,-9.553368,-9.741360,-9.749905,-9.303120,-9.554589,-9.376364
0.110000,-9.121233,-9.615625,-9.829252,-9.520409,-9.786526,-9.308003,-9.383688,-9.152972
0.120000,-9.266499,-9.655909,-9.657130,-9.741360,-9.926909,-9.732815,-9.281147,-9.174945
0.130000,-9.644923,-9.311666,-9.611963,-9.865873,-9.421530,-9.720607,-9.121233,-8.869764
0.140000,-9.420310,-9.749905,-9.629053,-9.403220,-9.398337,-9.308003,-9.349508,-8.875868
0.150000,-9.751125,-9.670558,-9.456931,-9.543603,-9.780423,-9.668116,-9.004044,-9.182269
0.160000,-9.770657,-9.585107,-9.644923,-9.602197,-9.724269,-9.408103,-9.058976,-8.692760
0.170000,-9.685206,-9.709621,-9.447166,-9.709621,-9.776761,-9.472801,-9.090715,-8.621958
0.180000,-9.597314,-9.890288,-9.452049,-9.508202,-9.771878,-9.284810,-9.279927,-8.912490
0.190000,-9.459373,-9.751125,-9.945220,-9.482567,-9.638819,-9.699855,-9.323873,-9.068742
0.200000,-9.549706,-9.664454,-9.786526,-9.515526,-9.542382,-9.593652,-9.084611,-8.630503
0.210000,-9.671778,-9.549706,-9.419089,-9.461814,-9.345846,-9.273823,-9.157855,-9.061418
0.220000,-9.483787,-9.696193,-9.603418,-9.962310,-9.796292,-9.311666,-8.967422,-8.667124
