Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-5.662928,-5.293050,-4.429999,-3.382620,-2.485389,-1.980011,-1.280537,-0.070802
0.010000,-5.872892,-5.156329,-4.217594,-3.627985,-2.625772,-1.607691,-0.686046,-0.093996
0.020000,-5.741054,-4.814527,-4.338445,-3.658503,-2.489052,-1.762722,-0.841077,0.207523
0.030000,-5.826505,-4.794995,-4.368963,-3.031052,-2.526894,-1.912871,-0.875257,-0.179446
0.040000,-5.485924,-4.672923,-4.287175,-3.330129,-2.435340,-1.621118,-0.760510,0.024414
0.050000,-5.470054,-4.849928,-3.905089,-3.264210,-2.668498,-1.394064,-0.551766,0.334478
0.060000,-5.360189,-4.672923,-3.728084,-3.281300,-2.581827,-1.663844,-0.463874,-0.083009
0.070000,-5.415122,-4.668040,-3.641413,-2.915084,-2.397498,-1.684596,-0.568856,0.280766
0.080000,-5.056229,-4.510567,-3.620661,-2.855268,-2.399939,-1.357443,-0.716564,0.251469
0.090000,-5.168536,-4.505684,-3.468070,-2.741741,-2.343786,-1.182879,-0.686046,0.607919
0.100000,-5.229572,-4.605783,-3.967346,-3.083543,-2.303502,-1.539330,-0.552987,0.402838
0.110000,-4.862135,-4.549630,-3.476616,-2.902876,-1.936065,-1.278096,-0.095216,0.559091
0.120000,-5.018387,-4.522774,-3.730526,-2.707561,-1.772488,-1.053483,-0.203861,0.329595
0.130000,-5.174640,-4.547189,-3.282521,-2.581827,-1.735866,-1.173114,-0.344244,0.449226
0.140000,-4.972000,-4.395819,-3.761044,-2.607462,-1.678492,-1.169451,-0.418708,0.944839
0.150000,-4.857252,-4.029603,-3.154345,-2.609903,-1.555200,-1.108415,0.134279,0.836194
0.160000,-5.172198,-3.957580,-3.122606,-2.423133,-1.806668,-1.007095,0.012207,0.896010
0.170000,-4.854810,-4.332341,-3.332570,-2.689250,-1.585718,-0.791028,0.106203,1.099870
0.180000,-4.565499,-3.958801,-3.216602,-2.578164,-1.386740,-0.765393,0.124514,1.138933
0.190000,-4.639963,-4.029603,-3.359426,-2.226596,-1.722438,-0.817884,0.401617,1.015640
0.200000,-4.476387,-3.995422,-2.907759,-2.113069,-1.409934,-0.744640,0.463874,1.109636
0.210000,-4.528878,-3.949035,-3.204395,-2.348669,-1.489281,-0.499275,0.395514,1.124285
0.220000,-4.344549,-3.936828,-3.249561,-1.899443,-1.563745,-0.371099,0.153811,0.902113
0.230000,-4.411688,-3.802548,-3.184863,-1.931182,-1.164569,-0.484627,0.482185,1.317159
0.240000,-4.642405,-3.546197,-2.606241,-1.875029,-1.346456,-0.224613,0.576181,1.043717
0.250000,-4.276188,-3.613336,-2.695354,-2.025177,-1.101091,-0.588388,0.346685,1.201190
0.260000,-4.403143,-3.308156,-2.581827,-1.857939,-1.201190,-0.460212,0.640879,1.668727
0.270000,-4.128481,-3.333791,-2.528115,-1.878691,-1.060807,-0.013428,0.845960,1.680934
0.280000,-4.141909,-3.452201,-2.541543,-1.783474,-1.235370,-0.435798,0.466316,1.694362
0.290000,-3.927062,-3.675593,-2.404822,-1.564965,-0.731212,0.020752,0.477302,1.729763
0.300000,-3.986877,-3.579156,-2.540322,-1.921416,-1.148699,-0.136721,0.850843,1.594263
0.310000,-4.100404,-3.336233,-2.694133,-1.606470,-0.850843,0.256352,0.858167,1.766384
0.320000,-4.199283,-3.486381,-2.645304,-1.300069,-0.754406,0.200198,0.947280,1.973907
0.330000,-3.674372,-3.419242,-2.541543,-1.397726,-0.742199,0.173342,0.797131,1.628443
0.340000,-3.900206,-3.389944,-2.259556,-1.536889,-0.510262,0.461433,1.341573,2.148470
0.350000,-3.795224,-2.858930,-2.192416,-1.234150,-0.627451,0.157473,1.174334,2.149691
0.360000,-3.996643,-2.952926,-2.453651,-1.060807,-0.236820,0.430915,1.125505,1.713893
0.370000,-3.461967,-2.854047,-2.318151,-1.333028,-0.358892,0.683604,1.411154,1.932403
0.380000,-3.503471,-2.710002,-2.280308,-1.335470,-0.246586,0.167239,1.567407,2.124056
0.390000,-3.638972,-2.879683,-2.139925,-1.461204,-0.540780,0.286870,1.347677,1.926299
0.400000,-3.671931,-2.489052,-1.710231,-1.087663,-0.069581,0.373541,1.398947,2.264439
0.410000,-3.593805,-2.723430,-1.754177,-1.160906,-0.058595,0.736095,1.317159,2.198520
0.420000,-3.713436,-2.840620,-1.547875,-0.727550,-0.175784,0.980240,1.674830,2.430457
0.430000,-3.211719,-2.706340,-2.059358,-1.170672,-0.197757,0.813001,1.621118,2.310826
0.440000,-3.120165,-2.260777,-1.564965,-0.781262,-0.100099,0.913100,1.661402,2.297398
0.450000,-3.527886,-2.705119,-1.678492,-0.654307,0.224613,0.883803,2.005646,2.298619
0.460000,-3.400931,-2.214389,-1.616236,-0.906996,-0.170901,0.872816,1.901884,2.497597
0.470000,-3.048142,-2.380407,-1.682155,-0.423590,0.140383,0.874037,1.734646,2.437781
0.480000,-3.193408,-2.565957,-1.573510,-0.726329,0.371099,1.303731,1.900664,2.597696
0.490000,-3.078660,-2.001984,-1.319600,-0.765393,0.500496,1.247578,2.064240,3.027390
0.500000,-2.996872,-2.396277,-1.243915,-0.645762,0.439460,0.980240,1.984894,2.670939
0.510000,-2.843061,-2.072786,-1.540551,-0.465095,0.155032,0.975357,2.120394,2.959030
0.520000,-2.696574,-2.033722,-1.497826,-0.285649,0.185550,1.568627,2.196078,3.073777
0.530000,-3.017624,-1.752956,-1.319600,-0.030518,0.722667,1.516136,1.970245,3.095750
0.540000,-2.685588,-2.080110,-1.195087,-0.500496,0.467536,1.412375,2.351110,3.018845
0.550000,-2.645304,-2.086213,-1.179217,-0.119631,0.670176,1.190204,2.103304,3.044480
0.560000,-2.592813,-1.827420,-0.706798,-0.006104,0.529793,1.300069,2.125277,3.350881
0.570000,-2.672160,-2.025177,-0.721447,0.036622,0.786145,1.551537,2.298619,3.333791
0.580000,-2.408484,-1.892119,-0.642100,0.195315,1.073014,1.843290,2.321813,3.325246
0.590000,-2.260777,-1.656519,-0.944839,0.006104,0.654307,1.762722,2.304723,3.385061
0.600000,-2.403601,-1.435569,-0.574960,0.186770,0.732433,2.055695,2.553750,3.374075
0.610000,-2.325475,-1.821317,-0.577401,0.336919,1.131609,1.977569,2.514687,3.691463
0.620000,-2.463416,-1.390402,-0.762951,0.321050,0.955825,2.119173,2.511025,3.692683
0.630000,-2.451209,-1.347677,-0.792248,0.524910,1.420920,1.905547,2.838178,3.789120
0.640000,-2.003204,-1.084001,-0.281987,0.384527,1.269551,1.966583,2.644083,3.405814
0.650000,-2.017853,-1.469749,-0.344244,0.593271,1.545434,1.793240,2.779583,3.835508
0.660000,-2.303502,-1.463645,-0.542000,0.581064,1.160906,2.253452,3.029831,3.945373
0.670000,-1.932403,-1.256123,-0.281987,0.267338,1.225605,2.197299,3.311818,3.781796
0.680000,-2.225376,-1.125505,-0.417487,0.698253,1.355001,2.331579,2.852827,4.028382
0.690000,-2.146029,-0.833753,-0.285649,0.546883,1.754177,2.562295,3.348440,3.752499
0.700000,-1.739528,-0.733654,-0.368658,0.493172,1.479515,2.426795,3.479057,4.224918
0.710000,-1.582055,-1.010758,0.219730,0.483406,1.868925,2.189975,3.424125,3.811093
0.720000,-1.855497,-0.847181,0.028077,0.656748,1.950713,2.214389,3.129931,4.340887
0.730000,-1.661402,-0.506600,0.328374,1.154803,1.430686,2.418250,3.366751,4.346990
