Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-5.964446,-6.359960,-6.898299,-7.660029,-8.072633,-8.640269,-8.818494,-9.079728
0.010000,-5.972992,-6.599222,-7.251087,-7.358511,-7.777218,-8.245975,-9.122454,-8.908827
0.020000,-5.629969,-6.571145,-6.912947,-7.822385,-8.407111,-8.822156,-8.994278,-9.412985
0.030000,-5.650721,-6.297704,-7.071641,-7.738155,-8.393683,-8.818494,-9.055314,-9.426413
0.040000,-5.629969,-6.711528,-7.008164,-7.819944,-8.103151,-8.610971,-9.163958,-9.401999
0.050000,-5.932708,-6.352636,-7.409781,-7.492790,-8.391241,-8.819715,-8.681773,-9.401999
0.060000,-5.919280,-6.687114,-7.000839,-7.797971,-8.501106,-8.835584,-9.073625,-9.112688
0.070000,-6.302586,-6.861677,-7.501335,-7.915160,-8.072633,-8.587778,-9.220111,-9.286030
0.080000,-6.021820,-6.468605,-7.107042,-7.924926,-8.479133,-8.723278,-9.069963,-9.211566
0.090000,-6.237888,-6.753033,-7.093614,-7.580682,-8.092164,-8.621958,-9.000381,-9.198138
0.100000,-6.468605,-6.624857,-7.553826,-7.716182,-8.269169,-8.828260,-9.120012,-9.098039
0.110000,-6.029145,-6.713970,-7.255970,-7.675898,-8.470588,-8.912490,-9.087053,-9.444724
0.120000,-6.015717,-7.041123,-7.617304,-7.761349,-8.491341,-8.554818,-9.046769,-9.220111
0.130000,-6.405127,-6.711528,-7.618524,-7.719844,-8.227665,-8.858778,-9.308003,-9.249409
0.140000,-6.073091,-6.847028,-7.634394,-7.843137,-8.568246,-9.082170,-9.338521,-9.210346
0.150000,-6.358740,-7.121691,-7.789425,-7.896849,-8.602426,-9.000381,-9.078508,-9.679103
0.160000,-6.726177,-7.342641,-7.440299,-8.071412,-8.761120,-9.090715,-8.989395,-9.598535
0.170000,-6.374609,-6.847028,-7.583124,-8.369268,-8.479133,-9.140764,-9.422751,-9.365377
0.180000,-6.361181,-7.121691,-7.784543,-8.199588,-8.584115,-8.886854,-9.312886,-9.347066
0.190000,-6.850690,-7.452506,-7.840696,-8.014038,-8.812390,-8.869764,-9.000381,-9.227436
0.200000,-6.694438,-7.397574,-7.559930,-8.154421,-8.840467,-9.123674,-9.373922,-9.370260
0.210000,-6.524758,-7.081407,-7.664912,-8.540169,-8.654917,-9.288472,-9.137102,-9.406882
0.220000,-6.989853,-7.125353,-7.628290,-8.562142,-8.835584,-8.935683,-9.207904,-9.460594
0.230000,-6.897078,-7.585565,-7.630732,-8.419318,-8.977188,-9.338521,-9.239643,-9.781643
0.240000,-6.693217,-7.132677,-8.042115,-8.266728,-9.015030,-8.851453,-9.454490,-9.415427
0.250000,-7.061875,-7.246204,-8.225223,-8.203250,-8.696422,-9.323873,-9.427634,-9.297017
0.260000,-6.849470,-7.638056,-8.271611,-8.464485,-8.773327,-8.930800,-9.172503,-9.560693
0.270000,-6.920272,-7.302358,-8.259403,-8.658579,-9.102922,-9.035782,-9.560693,-9.488670
0.280000,-6.729839,-7.583124,-8.031128,-8.419318,-9.098039,-9.277485,-9.670558,-9.472801
0.290000,-6.821393,-7.674678,-8.104372,-8.283818,-8.679332,-9.478904,-9.454490,-9.610742
0.300000,-7.058213,-7.548943,-8.101930,-8.396124,-9.176165,-9.378805,-9.332418,-9.712062
0.310000,-7.172961,-7.492790,-8.108034,-8.636606,-8.730602,-9.194476,-9.713283,-9.553368
0.320000,-7.238880,-7.888304,-8.155642,-8.379034,-9.037003,-9.212787,-9.239643,-9.336080
0.330000,-7.474479,-8.012818,-8.226444,-8.862440,-8.806287,-8.990616,-9.554589,-9.779202
0.340000,-7.370718,-8.050660,-8.184939,-8.602426,-9.157855,-9.192035,-9.198138,-9.436179
0.350000,-7.140002,-7.751583,-8.241093,-8.613413,-9.327535,-9.456931,-9.428855,-9.437400
0.360000,-7.287709,-7.697871,-8.123903,-8.869764,-8.908827,-9.474022,-9.762112,-9.454490
0.370000,-7.520867,-7.805295,-8.593881,-8.578012,-8.812390,-9.100481,-9.448386,-9.893950
0.380000,-7.369497,-7.843137,-8.072633,-8.486458,-9.160296,-9.293355,-9.460594,-9.511864
0.390000,-7.336538,-8.181277,-8.202029,-8.604868,-8.896620,-9.665675,-9.615625,-9.856107
0.400000,-7.575799,-7.763790,-8.525521,-8.573129,-8.923476,-9.282368,-9.819486,-9.734035
0.410000,-7.692988,-8.310674,-8.292363,-8.825818,-9.165179,-9.460594,-9.438621,-9.499657
0.420000,-7.668574,-7.933471,-8.193484,-9.005264,-9.160296,-9.605859,-9.591211,-9.572900
0.430000,-7.511101,-8.188602,-8.416876,-8.983291,-9.170062,-9.276265,-9.366598,-9.784085
0.440000,-7.434195,-8.144656,-8.431525,-8.924697,-9.420310,-9.268940,-9.774319,-9.536278
0.450000,-7.953002,-8.287480,-8.487678,-8.955215,-9.261616,-9.323873,-9.807279,-9.395895
0.460000,-7.512322,-8.034791,-8.659800,-9.074846,-9.261616,-9.662013,-9.642481,-9.909819
0.470000,-7.841917,-8.288701,-8.393683,-9.277485,-9.011368,-9.747463,-9.557031,-9.450828
0.480000,-7.822385,-8.208133,-8.393683,-8.717174,-9.072404,-9.669337,-9.370260,-9.481346
0.490000,-8.093385,-8.204471,-8.828260,-9.273823,-9.233539,-9.354391,-9.619287,-9.841459
0.500000,-7.779660,-8.365606,-8.664683,-9.165179,-9.101701,-9.802396,-9.651026,-9.669337
0.510000,-7.738155,-8.302129,-8.519417,-9.372702,-9.215229,-9.741360,-9.839017,-9.742580
0.520000,-7.733272,-8.424201,-8.646372,-8.900282,-9.080949,-9.723049,-9.531395,-9.643702
0.530000,-7.743038,-8.433967,-8.643931,-9.243305,-9.338521,-9.819486,-9.719387,-9.950103
0.540000,-7.978637,-8.451057,-8.880751,-8.903944,-9.649805,-9.369039,-9.630274,-9.853666
0.550000,-8.241093,-8.556039,-8.862440,-8.910048,-9.508202,-9.332418,-9.850004,-9.799954
0.560000,-7.791867,-8.573129,-9.104143,-8.978408,-9.580224,-9.478904,-9.964752,-9.553368
0.570000,-8.155642,-8.657359,-8.742809,-9.284810,-9.370260,-9.393454,-9.732815,-9.493553
0.580000,-8.046998,-8.321660,-9.066300,-9.474022,-9.604639,-9.715724,-9.577783,-9.723049
0.590000,-8.422980,-8.682994,-9.177386,-9.087053,-9.747463,-9.397116,-9.807279,-9.421530
0.600000,-8.451057,-8.337530,-8.763561,-9.414206,-9.636378,-9.791409,-9.758450,-9.399557
0.610000,-8.018921,-8.459602,-9.016251,-9.572900,-9.250629,-9.358053,-9.870756,-9.495995
0.620000,-8.357061,-8.515755,-9.256733,-9.416648,-9.597314,-9.397116,-9.472801,-9.793851
0.630000,-8.386358,-8.820935,-8.891737,-9.056535,-9.321431,-9.819486,-9.908598,-9.663233
0.640000,-8.199588,-8.509651,-9.301900,-9.223774,-9.644923,-9.920806,-9.781643,-9.423972
0.650000,-8.254520,-8.532845,-9.038224,-9.439841,-9.635157,-9.398337,-9.718166,-9.840238
0.660000,-8.509651,-8.877089,-9.168841,-9.425193,-9.790188,-9.579004,-9.873198,-9.434958
0.670000,-8.668345,-9.017472,-8.922255,-9.530175,-9.549706,-9.488670,-9.735256,-9.834134
0.680000,-8.352178,-8.586557,-9.076066,-9.582666,-9.532616,-9.934234,-9.681544,-9.928130
0.690000,-8.410773,-8.877089,-9.262837,-9.173724,-9.509422,-9.408103,-9.449607,-9.867094
0.700000,-8.538949,-9.156634,-9.403220,-9.354391,-9.876860,-9.829252,-9.520409,-9.876860
0.710000,-8.431525,-8.621958,-9.261616,-9.172503,-9.485008,-9.902495,-9.445945,-9.902495
0.720000,-8.260624,-9.171283,-9.127337,-9.620508,-9.361715,-9.503319,-9.692531,-9.466697
0.730000,-8.469368,-8.795300,-9.223774,-9.417868,-9.787747,-9.487449,-9.813382,-9.570459
0.740000,-8.908827,-9.010147,-9.040665,-9.410544,-9.681544,-9.924468,-9.535058,-9.403220
0.750000,-8.476692,-8.695201,-8.986954,-9.405661,-9.508202,-9.762112,-9.784085,-9.890288
0.760000,-8.902724,-8.972305,-9.577783,-9.423972,-9.919585,-9.708400,-9.426413,-9.653468
0.770000,-8.844129,-9.300679,-9.339742,-9.373922,-9.721828,-9.942779,-9.743801,-9.600977
0.780000,-8.714733,-9.200580,-9.240864,-9.559472,-9.760891,-9.847562,-9.823148,-9.354391
0.790000,-8.830701,-8.999161,-9.254292,-9.610742,-9.533837,-9.776761,-9.672999,-9.278706
0.800000,-8.691539,-9.006485,-9.627832,-9.436179,-9.727932,-9.434958,-9.676661,-9.754788
0.810000,-8.579232,-8.910048,-9.105364,-9.797513,-9.887846,-9.483787,-9.956207,-9.467918
0.820000,-8.682994,-9.196918,-9.649805,-9.521630,-9.600977,-9.786526,-9.666896,-9.326314
0.830000,-8.752575,-9.205463,-9.701076,-9.520409,-9.605859,-9.662013,-9.817044,-9.403220
0.840000,-8.868544,-8.995499,-9.361715,-9.854887,-9.841459,-9.572900,-9.417868,-9.698634
0.850000,-8.949111,-9.045548,-9.500877,-9.404440,-9.798734,-9.430076,-9.343404,-9.334859
0.860000,-8.773327,-8.973526,-9.588769,-9.373922,-9.420310,-9.536278,-9.531395,-9.572900
0.870000,-9.133440,-9.489891,-9.648585,-9.828031,-9.902495,-9.939117,-9.703517,-9.254292
0.880000,-8.707408,-9.167620,-9.745022,-9.437400,-9.641260,-9.421530,-9.406882,-9.463035
