Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-5.561608,-6.644388,-6.901961,-7.513542,-7.931029,-8.686656,-8.662242,-9.145647
0.010000,-5.675135,-6.654154,-6.756695,-7.306020,-7.824826,-8.475471,-8.669566,-9.386130
0.020000,-5.855802,-6.587015,-7.273060,-7.326772,-8.404669,-8.612192,-9.041886,-9.044327
0.030000,-5.881437,-6.627298,-6.977646,-7.595331,-7.843137,-8.498665,-8.797742,-9.161517
0.040000,-5.905852,-6.641947,-7.052110,-7.574578,-8.291142,-8.431525,-9.006485,-9.065080
0.050000,-5.767910,-6.480812,-7.474479,-7.578241,-8.094606,-8.352178,-8.729381,-9.519188
0.060000,-5.715419,-6.781109,-6.975204,-7.678340,-8.029908,-8.917372,-8.999161,-9.205463
0.070000,-6.163424,-6.710307,-7.423209,-7.757687,-8.181277,-8.905165,-9.215229,-9.531395
0.080000,-5.870451,-6.425879,-7.039902,-8.072633,-8.022583,-8.538949,-9.163958,-9.170062
0.090000,-6.344091,-7.065537,-7.628290,-7.955444,-8.537728,-8.537728,-8.867323,-9.303120
0.100000,-6.269627,-7.063096,-7.634394,-8.028687,-8.563363,-8.496223,-9.256733,-9.215229
0.110000,-6.359960,-6.782330,-7.437858,-8.148318,-8.551156,-8.774548,-8.873426,-9.591211
0.120000,-6.043793,-7.080186,-7.657588,-7.678340,-8.563363,-8.739147,-9.184710,-9.157855
0.130000,-6.357519,-7.201038,-7.685664,-8.081178,-8.285039,-9.100481,-9.334859,-9.632715
0.140000,-6.484474,-6.782330,-7.447623,-8.239872,-8.471809,-8.796521,-8.918593,-9.212787
0.150000,-6.504005,-7.199817,-7.594110,-8.100710,-8.409552,-8.990616,-9.178607,-9.173724
0.160000,-6.169528,-6.822614,-7.504997,-8.042115,-8.408331,-9.196918,-9.026017,-9.609522
0.170000,-6.316014,-7.011826,-7.722286,-8.175174,-8.320439,-8.735485,-9.090715,-9.284810
0.180000,-6.284276,-7.223011,-7.817502,-8.153201,-8.679332,-8.700084,-9.393454,-9.620508
0.190000,-6.379492,-7.254749,-7.470817,-8.125124,-8.468147,-9.065080,-9.040665,-9.596094
0.200000,-6.348974,-7.002060,-7.786984,-8.398566,-8.509651,-8.709850,-9.150530,-9.586328
0.210000,-6.483253,-7.352407,-8.022583,-8.441291,-8.482795,-8.972305,-9.399557,-9.715724
0.220000,-6.545510,-7.397574,-7.951781,-8.193484,-8.963760,-9.316548,-9.596094,-9.340963
0.230000,-6.731060,-7.567254,-8.053101,-8.115358,-8.895399,-8.941787,-9.076066,-9.456931
0.240000,-7.038682,-7.296254,-8.115358,-8.560922,-8.674449,-8.903944,-9.326314,-9.632715
0.250000,-6.879988,-7.412222,-7.872435,-8.463264,-8.669566,-9.370260,-9.631495,-9.663233
0.260000,-6.704204,-7.651484,-7.866331,-8.164187,-8.562142,-9.189593,-9.550927,-9.355612
0.270000,-6.855573,-7.690547,-8.133669,-8.548714,-8.717174,-8.995499,-9.210346,-9.433738
0.280000,-7.251087,-7.515984,-8.309453,-8.324102,-8.767224,-9.437400,-9.228656,-9.371481
0.290000,-7.284047,-7.708858,-7.967651,-8.407111,-8.833143,-9.320211,-9.663233,-9.348287
0.300000,-7.150988,-7.861448,-8.382696,-8.451057,-9.166400,-9.091936,-9.184710,-9.731594
0.310000,-7.010605,-7.909056,-7.907836,-8.678111,-8.813611,-9.434958,-9.272602,-9.887846
