Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,8.967422,9.152972,9.852445,9.631495,9.845121,9.438621,9.246967,9.228656
0.010000,9.348287,9.480125,9.806058,9.890288,9.552148,9.618067,9.694972,9.045548
0.020000,9.542382,9.498436,9.452049,9.430076,9.510643,9.428855,9.276265,9.057755
0.030000,9.552148,9.544823,9.770657,9.569238,9.791409,9.773098,9.698634,9.476463
0.040000,9.502098,9.356832,9.397116,9.431296,9.922026,9.382467,9.668116,9.116350
0.050000,9.586328,9.442283,9.539940,9.806058,9.908598,9.511864,9.377584,9.284810
0.060000,9.189593,9.514305,9.664454,9.878080,9.848783,9.721828,9.395895,9.356832
0.070000,9.382467,9.403220,9.561913,9.430076,9.914702,9.721828,9.309224,9.010147
0.080000,9.188373,9.442283,9.388571,9.926909,9.511864,9.497215,9.159075,9.344625
0.090000,9.442283,9.727932,9.482567,9.669337,9.814603,9.503319,9.438621,9.281147
0.100000,9.198138,9.460594,9.947662,9.823148,9.470359,9.749905,9.068742,9.223774
0.110000,9.129778,9.355612,9.423972,9.727932,9.686427,9.541161,9.155413,8.802625
0.120000,9.305562,9.325093,9.624170,9.476463,9.489891,9.702296,9.311666,8.895399
0.130000,9.729152,9.846342,9.454490,9.564355,9.756008,9.478904,9.166400,8.918593
0.140000,9.465476,9.791409,9.694972,9.431296,9.823148,9.516747,9.034562,8.994278
0.150000,9.732815,9.746242,9.671778,9.659571,9.868315,9.500877,9.172503,9.196918
0.160000,9.572900,9.394675,9.694972,9.454490,9.476463,9.486229,9.410544,8.863661
0.170000,9.704738,9.774319,9.670558,9.599756,9.565576,9.495995,9.144427,8.997940
0.180000,9.537499,9.624170,9.896391,9.491112,9.298238,9.195697,8.922255,8.728161
0.190000,9.367819,9.587549,9.820706,9.641260,9.362936,9.442283,9.392233,9.054093
0.200000,9.356832,9.902495,9.585107,9.458152,9.636378,9.107805,9.431296,8.867323
0.210000,9.469139,9.361715,9.539940,9.898833,9.618067,9.177386,8.847791,8.841688
0.220000,9.798734,9.751125,9.532616,9.604639,9.832914,9.128557,9.057755,8.798962
0.230000,9.460594,9.561913,9.773098,9.506981,9.415427,9.375143,9.336080,8.756237
0.240000,9.465476,9.774319,9.672999,9.701076,9.478904,9.592432,8.847791,8.841688
0.250000,9.367819,9.522850,9.463035,9.405661,9.633936,9.517967,9.047990,8.687877
0.260000,9.680323,9.629053,9.779202,9.397116,9.705959,9.226215,9.257954,8.701305
0.270000,9.874418,9.618067,9.829252,9.709621,9.420310,9.476463,9.220111,8.401007
0.280000,9.751125,9.603418,9.532616,9.815824,9.653468,9.134661,9.024796,8.438849
0.290000,9.387350,9.842679,9.637598,9.483787,9.272602,9.278706,8.808728,8.497444
0.300000,9.456931,9.785306,9.806058,9.709621,9.543603,8.967422,8.838025,8.850233
0.310000,9.521630,9.577783,9.481346,9.520409,9.309224,9.491112,8.757458,8.407111
0.320000,9.710842,9.848783,9.729152,9.453269,9.555810,9.098039,9.019913,8.233768
0.330000,9.763333,9.774319,9.452049,9.713283,9.343404,9.190814,9.087053,8.546273
0.340000,9.646143,9.415427,9.774319,9.603418,9.309224,9.199359,9.001602,8.175174
0.350000,9.355612,9.725490,9.815824,9.431296,9.560693,9.337301,8.951553,8.310674
0.360000,9.682765,9.641260,9.422751,9.485008,9.127337,9.216449,8.588998,8.515755
0.370000,9.768215,9.840238,9.889067,9.694972,9.394675,8.952773,8.534066,8.231327
0.380000,9.810941,9.983062,9.643702,9.358053,9.517967,9.140764,8.648814,8.330205
0.390000,9.973297,9.620508,9.912261,9.350729,9.398337,9.096818,8.499886,8.567025
0.400000,9.653468,9.780423,9.366598,9.599756,9.448386,8.789197,8.776989,8.097047
0.410000,9.522850,9.832914,9.926909,9.646143,9.521630,9.034562,8.894179,8.466926
0.420000,9.756008,9.823148,9.762112,9.272602,9.421530,8.775769,8.574350,8.282597
0.430000,9.818265,9.886625,9.846342,9.206683,9.187152,9.023575,8.596323,8.151980
0.440000,9.847562,9.734035,9.508202,9.505760,9.148089,9.087053,8.324102,7.905394
0.450000,9.991608,9.409323,9.536278,9.206683,9.161517,8.873426,8.408331,8.086061
0.460000,9.530175,9.536278,9.675441,9.663233,9.420310,8.858778,8.464485,7.920043
0.470000,9.974517,9.818265,9.485008,9.547265,9.235981,8.938125,8.724498,8.156863
0.480000,9.538720,9.436179,9.589990,9.527733,9.194476,8.548714,8.465705,7.988403
0.490000,9.980621,9.900053,9.682765,9.229877,8.896620,8.674449,8.408331,8.042115
0.500000,9.427634,9.592432,9.320211,9.665675,9.256733,8.513313,8.100710,8.051881
0.510000,9.970855,9.779202,9.690089,9.135882,9.198138,8.830701,8.465705,8.194705
0.520000,9.439841,9.893950,9.745022,9.411765,9.304341,8.781872,8.128786,8.112917
0.530000,9.740139,9.500877,9.322652,9.393454,9.249409,8.812390,8.520638,7.806516
0.540000,9.985504,9.732815,9.630274,9.035782,9.216449,8.831922,8.558480,8.003052
0.550000,9.581445,9.400778,9.316548,9.159075,9.272602,8.862440,8.092164,7.595331
0.560000,9.909819,9.581445,9.303120,9.522850,9.133440,8.562142,8.134890,7.763790
0.570000,9.766995,9.879301,9.609522,9.389792,8.891737,8.630503,8.465705,7.768673
0.580000,9.582666,9.564355,9.530175,9.347066,8.928359,8.673228,8.005493,7.417105
0.590000,9.421530,9.381247,9.411765,9.018692,8.999161,8.757458,7.970092,7.807736
0.600000,9.753567,9.839017,9.187152,9.044327,8.884413,8.635386,8.199588,7.345083
0.610000,9.598535,9.568017,9.688869,8.930800,8.835584,8.241093,8.055543,7.436637
0.620000,9.845121,9.764553,9.538720,9.189593,8.568246,8.267948,8.303349,7.458610
0.630000,9.751125,9.692531,9.621729,9.337301,9.061418,8.415656,7.962768,7.600214
0.640000,9.589990,9.696193,9.229877,9.028458,8.504768,8.587778,8.094606,7.385367
