Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-0.061036,-1.043717,-1.866484,-2.445106,-3.093309,-4.304265,-4.654612,-5.556725
0.010000,-0.277104,-0.933852,-1.673610,-2.766155,-3.214160,-4.135805,-5.123369,-5.604334
0.020000,0.014649,-0.815442,-1.540551,-2.738079,-3.317922,-4.139467,-4.928054,-5.593347
0.030000,-0.230716,-0.922866,-2.041047,-2.791791,-3.448539,-4.370184,-5.156329,-5.734951
0.040000,-0.180667,-1.348898,-1.705348,-2.514687,-3.702449,-4.345769,-4.818189,-5.484703
0.050000,-0.594491,-1.243915,-1.817655,-3.062791,-3.609674,-4.316472,-4.863355,-5.914397
0.060000,-0.308843,-0.938735,-1.838407,-2.882124,-3.535210,-4.646067,-5.211261,-6.003510
0.070000,-0.159915,-1.000992,-2.249790,-2.978561,-3.906310,-4.533761,-5.014725,-6.059663
0.080000,-0.522469,-1.206073,-2.231479,-3.089647,-3.472953,-4.245670,-5.543297,-5.667811
0.090000,-0.275883,-1.237812,-2.359655,-3.197070,-3.778134,-4.881666,-5.494469,-5.750820
0.100000,-0.793469,-1.322042,-2.125277,-3.154345,-3.670710,-4.461738,-5.528649,-5.772793
0.110000,-0.563973,-1.563745,-2.481727,-3.449760,-4.227359,-4.737621,-5.227131,-6.252537
0.120000,-0.830091,-1.835966,-2.624552,-3.485161,-3.708553,-4.738842,-5.678798,-6.411231
0.130000,-0.653086,-1.574731,-2.377966,-3.380179,-4.138247,-5.025711,-5.693446,-5.941253
0.140000,-0.609140,-1.901884,-2.430457,-3.309377,-4.309148,-4.685130,-5.432212,-6.098726
0.150000,-0.700694,-1.683375,-2.370642,-3.355764,-4.408026,-4.840162,-5.468833,-6.528420
0.160000,-0.898451,-1.897002,-2.565957,-3.295949,-4.271305,-4.888991,-5.477379,-6.202487
0.170000,-1.314717,-2.139925,-2.659953,-3.503471,-4.265202,-5.269856,-5.539635,-6.091402
0.180000,-1.383078,-1.850614,-2.694133,-3.382620,-4.588693,-5.347982,-5.878996,-6.359960
0.190000,-1.084001,-2.061799,-2.655070,-3.327687,-4.201724,-4.827955,-5.626307,-6.488136
0.200000,-1.185321,-2.272984,-2.847944,-3.599908,-4.179751,-5.092851,-6.001068,-6.510109
0.210000,-1.302510,-2.053254,-2.695354,-3.739071,-4.691234,-5.069657,-5.918059,-6.390478
0.220000,-1.196307,-1.970245,-2.757610,-3.692683,-4.607004,-5.412680,-6.233005,-6.514992
0.230000,-1.688258,-2.034943,-2.780804,-3.678035,-4.320134,-5.422446,-5.788663,-6.909285
0.240000,-1.597925,-2.481727,-2.968795,-3.953918,-4.607004,-5.278401,-6.113375,-6.984970
0.250000,-1.516136,-2.066682,-3.085985,-3.940490,-4.504463,-5.208820,-6.124361,-7.010605
0.260000,-1.788357,-2.293736,-2.972457,-4.239567,-4.814527,-5.771572,-6.062104,-6.504005
0.270000,-1.339132,-2.569619,-3.298390,-3.802548,-4.626535,-5.673915,-6.251316,-6.753033
0.280000,-1.506371,-2.471962,-3.530327,-4.200504,-4.683909,-5.505455,-6.091402,-6.657816
0.290000,-1.712673,-2.758831,-3.133593,-4.243229,-4.948806,-5.405356,-6.257420,-6.901961
0.300000,-1.955596,-2.684367,-3.595026,-4.104067,-4.819409,-5.649500,-6.344091,-6.850690
0.310000,-1.921416,-2.661173,-3.466850,-4.575265,-4.746166,-5.964446,-6.317235,-6.762799
0.320000,-2.131380,-2.624552,-3.841611,-4.459297,-5.095293,-5.962005,-6.410010,-6.939803
0.330000,-1.704128,-2.744182,-3.851377,-4.464179,-5.225910,-6.106050,-6.621195,-6.798199
0.340000,-2.347448,-2.839399,-3.587701,-4.444648,-5.186847,-5.603113,-6.458839,-6.855573
0.350000,-2.376745,-2.938277,-3.649958,-4.755932,-5.255207,-6.208591,-6.695659,-7.060655
0.360000,-2.353552,-3.150683,-3.719539,-4.532540,-5.086748,-5.771572,-6.556497,-7.426871
0.370000,-1.958038,-2.866255,-3.754940,-4.700999,-5.489586,-6.092622,-6.529641,-7.411002
0.380000,-2.471962,-2.883345,-3.618219,-4.907301,-5.637293,-6.318456,-6.598001,-7.004501
0.390000,-2.298619,-3.261769,-4.117494,-4.580148,-5.290608,-5.850919,-6.500343,-7.150988
0.400000,-2.309606,-3.491264,-4.084535,-4.503243,-5.454185,-5.983978,-6.822614,-7.092393
0.410000,-2.399939,-3.200732,-4.268864,-4.730297,-5.655604,-6.071870,-6.699321,-7.638056
0.420000,-2.492714,-3.376516,-4.262760,-4.815747,-5.649500,-6.213474,-7.153429,-7.163195
0.430000,-2.542763,-3.321584,-4.448310,-5.168536,-5.542077,-6.267185,-6.854353,-7.721065
0.440000,-2.788128,-3.521782,-3.967346,-4.737621,-5.554284,-6.587015,-7.105821,-7.292592
0.450000,-2.410925,-3.653620,-4.323796,-5.214923,-5.992523,-6.289158,-6.855573,-7.555047
0.460000,-2.629435,-3.508354,-4.204166,-4.974441,-5.654383,-6.239109,-6.926375,-7.777218
0.470000,-2.817426,-3.840391,-4.122377,-4.921950,-5.858244,-6.565042,-7.282826,-7.636835
0.480000,-2.840620,-3.546197,-4.699779,-5.279622,-5.699550,-6.493019,-6.910506,-7.566033
0.490000,-3.227588,-3.963684,-4.553292,-5.294270,-5.925383,-6.514992,-6.928817,-7.819944
0.500000,-3.160449,-3.497368,-4.426337,-5.269856,-5.842374,-6.875105,-7.326772,-7.476921
0.510000,-2.887007,-3.570611,-4.331121,-5.521324,-5.841154,-6.582132,-7.520867,-7.547723
0.520000,-3.369192,-3.701228,-4.523995,-5.257649,-5.954681,-6.549172,-7.144884,-8.029908
0.530000,-3.143359,-3.698787,-4.902419,-5.592126,-5.836271,-6.654154,-7.054551,-7.871214
0.540000,-3.215381,-3.996643,-4.626535,-5.271077,-6.159762,-6.933700,-7.563592,-7.868772
0.550000,-3.173877,-4.097963,-4.969558,-5.330892,-6.051118,-6.889754,-7.508659,-8.082399
0.560000,-3.535210,-3.953918,-4.587472,-5.881437,-6.146334,-7.132677,-7.728389,-8.184939
0.570000,-3.508354,-4.060121,-5.217365,-5.811856,-6.462501,-6.743267,-7.578241,-7.730831
0.580000,-3.184863,-4.289616,-5.003738,-5.426108,-6.307469,-7.158312,-7.661250,-8.145876
0.590000,-3.555962,-4.438544,-5.238117,-5.993744,-6.206149,-6.988632,-7.391470,-8.053101
0.600000,-3.756161,-4.102846,-5.341878,-5.638514,-6.453956,-6.954452,-7.581903,-8.112917
0.610000,-3.328908,-4.278630,-5.253986,-5.938811,-6.500343,-6.947127,-7.846799,-7.996948
0.620000,-3.513237,-4.691234,-5.063554,-5.865568,-6.345312,-7.223011,-7.841917,-8.077516
0.630000,-3.967346,-4.638743,-5.445640,-5.837491,-6.375830,-7.110704,-7.523308,-8.050660
0.640000,-3.905089,-4.378729,-5.346761,-5.700771,-6.814069,-7.252308,-7.635615,-8.476692
0.650000,-4.066224,-4.617990,-5.274739,-6.237888,-6.798199,-6.965438,-8.017700,-8.055543
0.660000,-4.101625,-4.744945,-5.418784,-5.802090,-6.688334,-7.534295,-7.939574,-8.018921
0.670000,-3.797665,-4.577707,-5.206378,-5.868009,-6.991073,-7.619745,-7.861448,-8.048219
0.680000,-3.911192,-4.842603,-5.470054,-6.320897,-6.917830,-7.597772,-7.824826,-8.117800
0.690000,-4.238346,-4.571603,-5.444419,-6.058442,-6.764019,-7.226673,-7.852903,-8.469368
0.700000,-4.309148,-5.029374,-5.389487,-6.527199,-6.904402,-7.429313,-7.992065,-8.304570
0.710000,-4.294499,-5.164874,-5.841154,-6.173190,-7.035019,-7.210803,-7.972534,-8.601205
0.720000,-4.359197,-4.787671,-5.881437,-6.231785,-6.816510,-7.695430,-8.289921,-8.261845
0.730000,-4.222477,-5.264973,-5.837491,-6.229343,-6.759136,-7.691768,-7.918822,-8.584115
0.740000,-4.146792,-5.351644,-5.999847,-6.615091,-6.923934,-7.575799,-8.243534,-8.648814
0.750000,-4.360418,-5.340658,-5.576257,-6.523537,-7.049668,-7.710079,-8.225223,-8.446174
0.760000,-4.692454,-5.135576,-6.060883,-6.250095,-6.914168,-7.978637,-8.178836,-8.316777
0.770000,-4.447089,-5.253986,-5.833829,-6.659037,-6.905623,-7.851682,-8.391241,-8.325322
0.780000,-4.287175,-5.351644,-5.781338,-6.722515,-7.027695,-7.573358,-7.946899,-8.747692
0.790000,-4.753491,-5.078202,-6.143893,-6.969100,-7.332876,-8.073854,-7.999390,-8.698863
0.800000,-4.408026,-5.443198,-5.991302,-6.869001,-7.373159,-7.811398,-8.046998,-8.868544
0.810000,-4.801099,-5.327230,-5.919280,-6.939803,-7.076524,-7.929808,-8.449836,-8.801404
0.820000,-4.854810,-5.700771,-6.170748,-6.585794,-7.257191,-7.752804,-8.357061,-8.881971
0.830000,-5.090410,-5.379721,-6.182956,-6.641947,-7.337758,-7.992065,-8.676890,-8.658579
0.840000,-4.860914,-5.695888,-6.164645,-7.066758,-7.509880,-7.890745,-8.653696,-8.686656
0.850000,-5.225910,-5.503014,-6.486915,-6.944686,-7.504997,-8.280156,-8.681773,-8.701305
0.860000,-4.832837,-5.699550,-6.113375,-6.821393,-7.407340,-7.976196,-8.538949,-8.708629
0.870000,-5.041581,-5.880217,-6.640726,-6.755474,-7.474479,-7.884642,-8.249638,-8.803845
0.880000,-5.062333,-5.711757,-6.377050,-7.302358,-7.597772,-7.844358,-8.567025,-8.921035
0.890000,-5.123369,-5.632410,-6.635843,-6.827497,-7.579461,-8.188602,-8.681773,-9.096818
0.900000,-5.061112,-5.682460,-6.258640,-7.130236,-7.629511,-8.237430,-8.361944,-9.069963
0.910000,-5.535973,-6.046235,-6.567483,-7.003281,-7.909056,-8.302129,-8.513313,-8.997940
0.920000,-5.278401,-5.738613,-6.331884,-7.115587,-7.669795,-8.031128,-8.357061,-8.901503
0.930000,-5.147784,-5.997406,-6.568704,-7.022812,-7.641718,-8.272831,-8.846571,-9.237201
0.940000,-5.232013,-5.811856,-6.563821,-7.491569,-7.833371,-8.060426,-8.502327,-8.986954
0.950000,-5.157549,-6.375830,-6.722515,-7.362173,-7.962768,-8.126345,-8.469368,-9.080949
0.960000,-5.232013,-6.457618,-6.839704,-7.528191,-8.110475,-8.341192,-8.803845,-9.141985
0.970000,-5.413901,-6.109712,-6.998398,-7.646601,-7.795529,-8.679332,-8.584115,-8.956435
0.980000,-5.699550,-6.085298,-6.890974,-7.567254,-7.683223,-8.300908,-8.641489,-9.262837
0.990000,-5.545739,-6.594339,-7.168078,-7.487907,-7.916381,-8.171511,-9.127337,-8.877089
1.000000,-5.902190,-6.579690,-6.815290,-7.441520,-7.862669,-8.197147,-9.094377,-8.936904
1.010000,-5.487144,-6.513771,-6.740826,-7.297475,-7.894408,-8.487678,-8.704967,-9.267720
1.020000,-5.670253,-6.328222,-7.008164,-7.900511,-8.399786,-8.746471,-8.668345,-9.481346
1.030000,-5.997406,-6.264744,-7.276722,-7.920043,-8.403449,-8.783093,-8.702525,-9.389792
1.040000,-5.926604,-6.446632,-6.879988,-7.838254,-8.025025,-8.349737,-9.218891,-9.359274
1.050000,-6.193942,-6.385595,-6.921492,-7.854124,-8.154421,-8.708629,-9.027237,-9.367819
1.060000,-6.208591,-6.800641,-7.190051,-7.514763,-7.960327,-8.715953,-9.277485,-9.209125
1.070000,-5.866789,-6.577249,-7.523308,-7.678340,-8.016480,-8.636606,-9.216449,-9.207904
1.080000,-5.794766,-6.833600,-7.563592,-7.584344,-8.253300,-8.485237,-8.775769,-9.066300
1.090000,-6.014496,-6.529641,-7.368276,-7.874876,-8.543832,-8.684215,-8.975967,-9.631495
1.100000,-6.032807,-6.989853,-7.620966,-8.117800,-8.298466,-8.857557,-8.968643,-9.192035
1.110000,-6.361181,-6.751812,-7.691768,-7.861448,-8.100710,-8.939345,-9.295796,-9.295796
1.120000,-6.056001,-7.143664,-7.500114,-8.226444,-8.559701,-9.016251,-9.367819,-9.095598
1.130000,-6.486915,-6.986191,-7.218128,-8.004273,-8.187381,-9.087053,-9.381247,-9.218891
1.140000,-6.319677,-6.817731,-7.785763,-8.093385,-8.702525,-8.753796,-9.452049,-9.559472
1.150000,-6.346532,-7.044785,-7.470817,-8.053101,-8.560922,-8.631724,-8.974746,-9.403220
1.160000,-6.715190,-7.214466,-7.630732,-7.990845,-8.711070,-8.691539,-9.206683,-9.265278
1.170000,-6.803082,-7.024033,-7.912718,-7.962768,-8.368048,-8.922255,-9.480125,-9.666896
1.180000,-6.504005,-7.236439,-7.679561,-7.910277,-8.819715,-8.714733,-9.038224,-9.220111
1.190000,-6.545510,-6.938582,-7.656367,-8.116579,-8.458381,-9.179828,-9.093156,-9.259174
1.200000,-6.633402,-7.313344,-7.600214,-8.385138,-8.831922,-8.786755,-9.109026,-9.377584
1.210000,-6.815290,-7.541619,-7.801633,-8.353399,-8.922255,-9.123674,-9.316548,-9.495995
1.220000,-6.671244,-7.227893,-7.802853,-8.317998,-8.651255,-9.184710,-9.249409,-9.465476
1.230000,-6.534524,-7.551385,-7.750362,-8.194705,-9.007706,-9.188373,-9.497215,-9.775540
1.240000,-6.525978,-7.539178,-8.165408,-8.202029,-8.802625,-8.913710,-9.495995,-9.810941
1.250000,-7.027695,-7.472038,-8.139773,-8.264286,-8.846571,-8.958877,-9.139544,-9.609522
1.260000,-6.969100,-7.407340,-7.960327,-8.547494,-8.556039,-8.939345,-9.409323,-9.765774
1.270000,-7.147326,-7.428092,-7.760128,-8.715953,-8.780652,-9.188373,-9.638819,-9.443503
1.280000,-7.166857,-7.821164,-8.182498,-8.309453,-8.858778,-9.409323,-9.199359,-9.729152
1.290000,-6.803082,-7.378042,-8.286259,-8.259403,-8.689097,-9.027237,-9.404440,-9.688869
1.300000,-6.998398,-7.620966,-7.866331,-8.709850,-8.648814,-9.282368,-9.651026,-9.575341
1.310000,-6.876326,-7.949340,-8.199588,-8.584115,-9.107805,-9.244526,-9.179828,-9.737697
1.320000,-6.984970,-7.921263,-8.219120,-8.662242,-8.993057,-9.547265,-9.652247,-9.475242
1.330000,-7.359731,-7.653925,-8.111696,-8.586557,-8.758679,-9.456931,-9.572900,-9.398337
1.340000,-7.015488,-7.544060,-8.338750,-8.598764,-8.800183,-9.253071,-9.713283,-9.527733
1.350000,-7.266957,-7.923705,-8.289921,-8.790417,-9.273823,-9.549706,-9.781643,-9.712062
1.360000,-7.467155,-8.032349,-8.147097,-8.891737,-8.955215,-9.329976,-9.497215,-9.375143
1.370000,-7.572137,-7.924926,-8.586557,-8.575570,-9.117571,-9.308003,-9.312886,-9.583886
1.380000,-7.334096,-7.885863,-8.304570,-8.886854,-9.237201,-9.218891,-9.541161,-9.638819
