Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,0.064698,-0.621347,-1.889677,-2.315709,-3.310597,-4.315251,-4.876783,-5.492027
0.010000,-0.258793,-0.745861,-1.726101,-2.790570,-3.365530,-4.017395,-4.749828,-5.349203
0.020000,-0.231937,-0.853285,-1.734646,-2.601358,-3.361868,-4.256657,-4.849928,-5.838712
0.030000,-0.288090,-0.987564,-1.970245,-2.835737,-3.512016,-4.200504,-5.267414,-5.493248
0.040000,-0.013428,-1.245136,-1.950713,-2.503700,-3.269093,-4.608225,-5.153887,-5.595789
0.050000,-0.563973,-1.156023,-1.926299,-2.556191,-3.706111,-4.316472,-4.840162,-5.605554
0.060000,-0.386969,-1.085222,-2.261997,-2.910201,-3.802548,-4.161440,-4.893874,-6.004730
0.070000,-0.485847,-1.461204,-2.154574,-2.719768,-3.868467,-4.516670,-5.090410,-5.976654
0.080000,-0.599374,-1.031510,-1.872587,-3.255665,-3.483940,-4.262760,-5.113603,-6.093843
0.090000,-0.709239,-1.341573,-2.514687,-3.214160,-3.574273,-4.773022,-5.186847,-5.847257
0.100000,-0.670176,-1.239033,-2.099641,-3.254444,-3.604791,-4.536202,-5.420005,-6.192721
0.110000,-0.969253,-1.799344,-2.381628,-2.960250,-4.093080,-4.794995,-5.683680,-6.323339
0.120000,-1.007095,-1.284199,-2.388952,-3.419242,-4.259098,-4.611887,-5.411460,-6.066987
0.130000,-0.904555,-1.719997,-2.680705,-3.441215,-3.797665,-4.559396,-5.730068,-6.106050
0.140000,-0.837415,-1.894560,-2.346227,-3.187304,-3.964904,-4.642405,-5.500572,-6.034028
0.150000,-0.887465,-1.998322,-2.507362,-3.231250,-4.403143,-4.832837,-5.704433,-6.217136
0.160000,-0.831312,-1.866484,-2.563516,-3.247120,-4.085756,-5.240558,-5.937591,-6.298924
0.170000,-1.042496,-1.866484,-2.950484,-3.316701,-3.981994,-5.300374,-5.637293,-6.320897
0.180000,-0.925307,-2.194858,-3.034714,-3.664607,-4.260319,-4.993973,-5.838712,-6.268406
0.190000,-0.874037,-1.812772,-2.520790,-3.419242,-4.397040,-5.085527,-6.037690,-6.450294
0.200000,-1.149920,-1.795682,-2.793011,-3.801328,-4.428779,-5.194171,-5.808194,-6.285496
0.210000,-1.293965,-2.313268,-2.775921,-3.726864,-4.318914,-5.079423,-5.714199,-6.333104
0.220000,-1.252461,-2.233921,-3.126268,-4.049134,-4.451972,-5.561608,-5.767910,-6.342870
0.230000,-1.241474,-1.953155,-3.142138,-3.613336,-4.854810,-5.462730,-6.202487,-6.517433
0.240000,-1.522240,-2.246128,-3.005417,-3.946593,-4.940261,-5.372396,-5.775235,-6.621195
0.250000,-1.512474,-2.149691,-2.943160,-3.966125,-4.975662,-5.634852,-5.991302,-6.494240
0.260000,-1.817655,-2.464637,-3.513237,-3.911192,-4.478828,-5.175860,-6.256199,-6.806744
0.270000,-1.384298,-2.282750,-3.421683,-4.108949,-4.736400,-5.333333,-6.146334,-7.024033
0.280000,-1.787137,-2.346227,-3.260548,-3.957580,-4.650950,-5.529870,-6.420996,-6.613870
0.290000,-1.834745,-2.618448,-3.168994,-4.132143,-4.904860,-5.761807,-6.334325,-7.060655
0.300000,-1.699245,-2.493935,-3.420462,-4.227359,-4.863355,-5.717861,-6.298924,-6.917830
0.310000,-2.176547,-2.426795,-3.742733,-4.210269,-4.785229,-5.916838,-6.250095,-7.279164
0.320000,-2.065461,-2.783246,-3.747616,-4.311589,-4.973220,-5.479820,-6.356298,-7.274281
0.330000,-2.076448,-2.919966,-3.900206,-4.532540,-4.840162,-6.110933,-6.439307,-6.995956
0.340000,-2.061799,-2.887007,-3.404593,-4.378729,-4.908522,-6.129244,-6.525978,-7.043565
0.350000,-2.377966,-2.962692,-4.018616,-4.624094,-5.123369,-6.096284,-6.724956,-7.097276
