Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-9.450828,-9.273823,-9.631495,-9.712062,-9.421530,-9.863432,-9.303120,-9.306783
0.010000,-9.466697,-9.577783,-9.622950,-9.920806,-9.785306,-9.852445,-9.469139,-9.267720
0.020000,-9.113909,-9.261616,-9.355612,-9.676661,-9.716945,-9.532616,-9.298238,-9.456931
0.030000,-9.155413,-9.560693,-9.588769,-9.520409,-9.935454,-9.325093,-9.400778,-9.017472
0.040000,-9.207904,-9.652247,-9.669337,-9.956207,-9.692531,-9.768215,-9.655909,-9.223774
0.050000,-9.334859,-9.716945,-9.769436,-9.536278,-9.525292,-9.286030,-9.310445,-8.972305
0.060000,-9.144427,-9.412985,-9.452049,-9.770657,-9.713283,-9.384909,-9.398337,-8.910048
0.070000,-9.229877,-9.580224,-9.752346,-9.467918,-9.881743,-9.863432,-9.100481,-9.179828
0.080000,-9.516747,-9.371481,-9.799954,-9.486229,-9.721828,-9.651026,-9.216449,-9.188373
0.090000,-9.356832,-9.603418,-9.952544,-9.920806,-9.631495,-9.683986,-9.564355,-8.814832
0.100000,-9.323873,-9.740139,-9.458152,-9.920806,-9.483787,-9.391012,-9.309224,-9.222553
0.110000,-9.351949,-9.289693,-9.447166,-9.519188,-9.723049,-9.408103,-9.610742,-9.115129
0.120000,-9.192035,-9.441062,-9.841459,-9.891508,-9.389792,-9.725490,-9.600977,-8.999161
0.130000,-9.392233,-9.511864,-9.796292,-9.643702,-9.454490,-9.246967,-9.485008,-9.093156
0.140000,-9.205463,-9.630274,-9.860990,-9.720607,-9.499657,-9.187152,-9.366598,-9.244526
0.150000,-9.222553,-9.441062,-9.868315,-9.543603,-9.699855,-9.488670,-9.198138,-9.076066
0.160000,-9.726711,-9.426413,-9.746242,-9.970855,-9.754788,-9.655909,-9.259174,-8.958877
0.170000,-9.579004,-9.471580,-9.662013,-9.875639,-9.526513,-9.228656,-9.351949,-8.813611
0.180000,-9.224994,-9.430076,-9.476463,-9.566796,-9.611963,-9.671778,-9.133440,-8.932021
0.190000,-9.420310,-9.942779,-9.939117,-9.616846,-9.432517,-9.289693,-8.960098,-8.620737
0.200000,-9.297017,-9.852445,-9.597314,-9.924468,-9.460594,-9.168841,-8.869764,-8.675669
0.210000,-9.741360,-9.868315,-9.439841,-9.598535,-9.759670,-9.144427,-9.278706,-8.686656
0.220000,-9.498436,-9.839017,-9.653468,-9.467918,-9.654688,-9.393454,-9.205463,-8.746471
0.230000,-9.608301,-9.858549,-9.915923,-9.421530,-9.725490,-9.249409,-9.224994,-9.012589
