Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,9.419089,9.178607,9.818265,9.929351,9.470359,9.604639,9.546044,9.470359
0.010000,9.290913,9.445945,9.600977,9.680323,9.775540,9.511864,9.381247,8.994278
0.020000,9.040665,9.187152,9.513085,9.555810,9.437400,9.528954,9.636378,8.985733
0.030000,9.470359,9.398337,9.552148,9.614405,9.935454,9.846342,9.604639,8.946670
0.040000,9.117571,9.543603,9.882963,9.480125,9.626612,9.325093,9.360494,9.127337
0.050000,9.447166,9.394675,9.522850,9.903716,9.856107,9.314107,9.663233,8.975967
0.060000,9.300679,9.448386,9.893950,9.897612,9.764553,9.465476,9.563134,8.961318
0.070000,9.646143,9.314107,9.448386,9.644923,9.555810,9.301900,9.460594,9.161517
0.080000,9.377584,9.477684,9.785306,9.580224,9.655909,9.572900,9.455711,8.842908
0.090000,9.614405,9.847562,9.820706,9.848783,9.926909,9.779202,9.560693,8.803845
0.100000,9.654688,9.857328,9.651026,9.543603,9.571679,9.680323,9.397116,9.293355
0.110000,9.611963,9.571679,9.675441,9.907378,9.508202,9.369039,9.159075,8.912490
0.120000,9.528954,9.338521,9.808499,9.526513,9.415427,9.721828,9.464256,9.276265
0.130000,9.168841,9.830472,9.958648,9.474022,9.663233,9.627832,9.460594,9.270161
0.140000,9.666896,9.467918,9.979400,9.862211,9.704738,9.593652,9.228656,9.265278
0.150000,9.276265,9.399557,9.707179,9.734035,9.553368,9.716945,9.246967,9.116350
