Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
0.000000,-0.128176,-0.905776,-1.882353,-2.692912,-3.252003,-3.875792,-5.055009,-5.368734
0.010000,-0.054932,-1.123064,-1.772488,-2.498817,-3.571832,-3.994202,-4.882887,-5.833829
0.020000,-0.113527,-0.830091,-1.652857,-2.363317,-3.541314,-4.095521,-4.885328,-5.636072
0.030000,-0.113527,-1.074235,-1.759060,-2.862593,-3.593805,-4.223697,-5.113603,-5.860685
0.040000,-0.267338,-1.024186,-2.185092,-2.526894,-3.315480,-4.476387,-5.086748,-5.520104
0.050000,-0.029297,-1.438010,-2.078889,-2.637980,-3.861143,-4.381170,-5.053788,-5.561608
0.060000,-0.469978,-1.152361,-1.772488,-2.657511,-3.679255,-4.303044,-5.380941,-5.907073
0.070000,-0.571298,-1.003433,-1.834745,-3.066453,-3.774472,-4.672923,-5.266194,-5.706874
0.080000,-0.640879,-1.364767,-2.037385,-3.048142,-3.883116,-4.237125,-4.975662,-6.234226
0.090000,-0.261234,-1.116960,-2.069123,-3.175097,-3.988098,-4.541085,-5.609216,-6.181735
0.100000,-0.356451,-1.634546,-2.152132,-2.938277,-3.944152,-4.431220,-5.185626,-6.212253
0.110000,-0.391852,-1.405051,-2.392615,-3.293507,-4.238346,-4.984207,-5.460288,-5.907073
0.120000,-0.885023,-1.669947,-2.664836,-3.433890,-4.270085,-4.462959,-5.457847,-6.356298
0.130000,-1.057145,-1.492943,-2.401160,-3.187304,-4.163882,-4.891432,-5.742275,-6.367285
0.140000,-0.600595,-1.447776,-2.728313,-3.237354,-4.090639,-5.059892,-5.398032,-6.103609
0.150000,-0.772717,-1.538109,-2.507362,-3.175097,-4.135805,-5.155108,-5.550622,-6.136568
0.160000,-1.215839,-1.735866,-2.719768,-3.369192,-4.073548,-5.017166,-5.595789,-6.142672
0.170000,-0.904555,-2.150912,-2.962692,-3.461967,-4.278630,-5.008621,-5.974212,-6.200046
0.180000,-0.806897,-2.218051,-2.672160,-3.493706,-4.155337,-5.329671,-6.049897,-6.536965
0.190000,-1.091325,-1.918975,-2.882124,-3.453422,-4.097963,-4.939040,-5.526207,-6.280613
0.200000,-1.234150,-2.019074,-3.090867,-3.645075,-4.367742,-4.914626,-5.788663,-6.651713
0.210000,-1.271992,-2.135042,-2.871138,-3.491264,-4.504463,-5.423667,-5.761807,-6.566262
0.220000,-1.168231,-2.028840,-2.786908,-3.551080,-4.458076,-5.335775,-6.102388,-6.876326
0.230000,-1.307393,-2.519570,-2.849165,-3.570611,-4.439765,-5.046464,-6.108492,-6.429541
0.240000,-1.716335,-2.428016,-3.294728,-3.757382,-4.714427,-5.330892,-5.962005,-6.751812
